time_s,H,S,V
7.290,142.04,10.16,60.67
7.343,140.23,10.13,60.64
7.393,140.85,10.19,60.64
7.447,141.57,10.20,60.65
7.497,141.03,10.19,60.64
7.549,143.01,10.20,60.65
7.600,140.52,10.16,60.64
7.655,141.02,10.08,60.64
7.703,141.02,10.08,60.64
7.752,141.24,10.16,60.61
7.803,140.84,10.17,60.64
7.853,140.79,10.17,60.60
7.905,140.93,10.10,60.61
7.954,141.15,10.15,60.63
8.005,141.62,10.12,60.62
8.053,140.29,10.15,60.62
8.111,140.65,10.18,60.63
8.161,141.07,10.18,60.63
8.213,141.03,10.15,60.63
8.266,140.38,10.11,60.64
8.317,140.64,10.24,60.66
8.370,140.36,10.15,60.65
8.421,140.30,10.14,60.62
8.471,139.79,10.23,60.64
8.521,140.29,10.19,60.64
8.575,140.17,10.16,60.69
8.624,141.42,10.07,60.65
8.675,141.31,10.22,60.70
8.725,140.28,10.07,60.68
8.776,140.65,10.05,60.66
8.826,141.06,10.03,60.69
8.877,140.59,10.25,60.71
8.927,140.90,10.14,60.68
8.975,140.88,10.11,60.68
9.025,141.10,10.23,60.71
9.075,141.34,10.10,60.72
9.123,139.62,10.03,60.69
9.175,139.77,10.08,60.67
9.227,139.89,10.11,60.71
9.282,139.49,10.19,60.72
9.332,140.44,10.10,60.71
9.385,140.68,10.12,60.72
9.437,140.68,10.12,60.72
9.488,139.60,10.05,60.68
9.541,140.43,10.20,60.69
9.592,140.39,10.16,60.68
9.643,139.05,10.16,60.68
9.692,139.34,10.15,60.65
9.751,140.70,10.19,60.68
9.802,141.72,10.14,60.67
9.854,141.41,10.18,60.65
9.908,141.21,10.15,60.67
9.957,140.36,10.10,60.65
10.013,139.94,10.26,60.67
10.066,140.23,10.16,60.65
10.119,139.72,10.29,60.65
10.170,140.05,10.16,60.63
10.222,139.85,10.19,60.62
10.275,140.39,10.19,60.63
10.327,140.86,10.20,60.64
10.379,141.25,10.11,60.63
10.431,141.20,10.20,60.65
10.482,139.81,10.15,60.64
10.530,140.98,10.11,60.63
10.583,141.77,10.18,60.67
10.636,141.31,10.15,60.64
10.685,141.83,10.20,60.67
10.737,141.13,10.24,60.65
10.788,140.29,10.14,60.62
10.837,140.26,10.19,60.64
10.894,140.75,10.20,60.65
10.946,139.06,10.16,60.64
10.996,140.46,10.27,60.64
11.046,140.12,10.07,60.63
11.103,140.70,10.23,60.67
11.152,141.26,10.25,60.68
11.204,139.85,10.18,60.65
11.254,139.13,10.16,60.61
11.306,139.46,10.31,60.64
11.357,139.85,10.14,60.61
11.407,141.45,10.23,60.65
11.457,140.58,10.11,60.63
11.508,140.87,10.26,60.65
11.557,140.61,10.18,60.63
11.611,140.41,10.15,60.63
11.661,140.25,10.23,60.61
11.715,140.95,10.17,60.62
11.765,141.70,10.11,60.59
11.819,140.38,10.18,60.58
11.873,140.53,10.18,60.61
11.924,140.41,10.20,60.59
11.975,140.45,10.23,60.60
12.026,139.52,10.17,60.59
12.077,140.00,10.15,60.57
12.126,139.06,10.26,60.58
12.180,139.82,10.18,60.57
12.231,140.40,10.26,60.58
12.283,139.97,10.22,60.57
12.332,139.38,10.21,60.55
12.383,140.28,10.24,60.58
12.437,139.55,10.12,60.54
12.488,139.05,10.19,60.55
12.539,139.53,10.23,60.55
12.592,139.26,10.13,60.54
12.644,140.97,10.23,60.55
12.693,139.27,10.21,60.57
12.744,140.31,10.17,60.56
12.796,139.55,10.24,60.55
12.847,138.90,10.19,60.55
12.893,138.90,10.19,60.55
12.945,140.26,10.08,60.52
12.995,138.41,10.14,60.52
13.048,138.81,10.13,60.52
13.098,138.59,10.12,60.54
13.147,140.09,10.15,60.55
13.206,141.29,10.15,60.52
13.262,139.29,10.26,60.56
13.315,140.69,10.15,60.57
13.368,139.62,10.13,60.53
13.421,140.25,10.23,60.59
13.471,139.82,10.20,60.54
13.519,139.95,10.13,60.53
13.567,139.93,10.15,60.56
13.615,139.91,10.04,60.54
13.663,140.54,10.22,60.56
13.713,140.71,10.19,60.58
13.762,140.04,10.06,60.54
13.815,139.50,10.23,60.56
13.865,140.03,10.16,60.57
13.914,139.64,10.16,60.54
13.963,140.11,10.26,60.56
14.014,140.32,10.14,60.54
14.065,140.65,10.16,60.53
14.114,140.26,10.21,60.57
14.166,140.50,10.25,60.57
14.217,140.50,10.25,60.57
14.271,139.80,10.18,60.53
14.325,140.45,10.11,60.51
14.377,141.42,10.20,60.56
14.427,139.14,10.22,60.55
14.480,140.08,10.14,60.55
14.534,139.71,10.16,60.56
14.586,139.59,10.17,60.57
14.639,139.53,10.12,60.56
14.695,140.05,10.23,60.60
14.746,140.12,10.14,60.59
14.798,140.06,10.16,60.59
14.853,138.87,10.20,60.60
14.906,140.22,10.23,60.58
14.958,140.34,10.16,60.61
15.012,139.82,10.15,60.61
15.063,140.60,10.22,60.62
15.116,140.77,10.30,60.61
15.164,140.29,10.19,60.60
15.213,141.39,10.17,60.56
15.263,139.21,10.20,60.56
15.312,140.24,10.11,60.53
15.364,140.23,10.18,60.54
15.415,140.04,10.25,60.57
15.467,140.09,10.14,60.55
15.521,140.55,10.17,60.55
15.573,139.92,10.21,60.57
15.626,140.66,10.17,60.56
15.675,139.88,10.28,60.56
15.725,140.45,10.28,60.58
15.777,139.05,10.16,60.55
15.829,140.84,10.20,60.57
15.885,140.23,10.09,60.53
15.939,139.99,10.22,60.55
15.991,139.29,10.21,60.55
16.045,140.07,10.27,60.57
16.096,140.06,10.17,60.55
16.149,140.62,10.16,60.56
16.202,138.36,10.08,60.54
16.255,140.12,10.30,60.58
16.310,139.20,10.16,60.53
16.362,140.35,10.27,60.58
16.417,140.04,10.23,60.57
16.471,139.10,10.20,60.55
16.525,140.66,10.17,60.55
16.578,138.99,10.23,60.58
16.635,139.86,10.11,60.55
16.691,139.97,10.16,60.55
16.749,139.34,10.20,60.56
16.805,140.93,10.20,60.57
16.857,140.94,10.24,60.60
16.913,140.49,10.26,60.55
16.969,141.21,10.17,60.57
17.021,140.86,10.27,60.58
17.076,140.63,10.01,60.53
17.128,140.40,10.10,60.56
17.179,139.78,10.21,60.56
17.231,139.85,10.13,60.53
17.286,140.03,10.18,60.53
17.339,140.57,10.17,60.57
17.389,140.20,10.25,60.56
17.443,140.27,10.21,60.56
17.494,140.04,10.11,60.53
17.548,140.37,10.22,60.57
17.599,138.68,10.14,60.54
17.653,140.35,10.17,60.55
17.707,140.60,10.24,60.57
17.759,140.99,10.23,60.58
17.812,140.85,10.07,60.56
17.868,139.26,10.18,60.55
17.926,140.98,10.18,60.54
17.976,141.16,10.11,60.53
18.027,141.16,10.11,60.53
18.080,140.77,10.29,60.55
18.131,141.07,10.24,60.55
18.182,140.46,10.16,60.52
18.233,140.54,10.24,60.52
18.285,140.65,10.17,60.53
18.335,140.97,10.18,60.53
18.384,140.97,10.18,60.53
18.450,140.55,10.25,60.54
18.505,141.15,10.19,60.54
18.557,140.47,10.25,60.57
18.614,140.15,10.29,60.56
18.664,140.90,10.31,60.54
18.721,140.86,10.16,60.54
18.775,140.47,10.23,60.54
18.827,141.03,10.11,60.52
18.880,139.73,10.23,60.54
18.931,139.69,10.19,60.56
18.983,139.81,10.12,60.52
19.035,139.43,10.20,60.52
19.086,138.62,10.17,60.53
19.140,140.22,10.15,60.52
19.191,140.10,10.15,60.52
19.246,139.63,10.08,60.50
19.303,139.06,10.17,60.49
19.356,139.48,10.07,60.51
19.412,139.48,10.07,60.51
19.467,140.43,10.19,60.51
19.524,141.19,10.19,60.49
19.578,140.22,10.15,60.50
19.631,139.95,10.18,60.51
19.688,140.04,10.19,60.50
19.740,140.07,10.16,60.47
19.790,139.57,10.21,60.47
19.846,139.68,10.26,60.47
19.897,140.80,10.27,60.47
19.948,140.18,10.31,60.47
20.001,140.47,10.16,60.45
20.056,140.54,10.21,60.46
20.112,138.74,10.29,60.48
20.168,139.08,10.09,60.47
20.220,139.55,10.25,60.47
20.273,139.38,10.16,60.48
20.322,140.40,10.07,60.47
20.375,140.61,10.22,60.50
20.425,139.93,10.22,60.51
20.478,140.28,10.26,60.49
20.527,140.87,10.28,60.53
20.578,139.48,10.20,60.51
20.630,140.42,10.24,60.48
20.685,139.97,10.18,60.46
20.739,140.64,10.17,60.47
20.789,140.34,10.17,60.46
20.836,139.08,10.19,60.46
20.885,139.34,10.19,60.45
20.936,140.05,10.22,60.46
20.986,140.39,10.25,60.48
21.038,139.90,10.27,60.49
21.088,140.04,10.29,60.46
21.143,140.30,10.26,60.44
21.192,140.01,10.26,60.46
21.241,140.43,10.30,60.47
21.292,140.63,10.29,60.49
21.345,140.85,10.17,60.45
21.396,139.84,10.23,60.48
21.445,140.11,10.23,60.46
21.495,140.27,10.27,60.48
21.545,141.25,10.24,60.50
21.593,140.33,10.21,60.48
21.644,140.42,10.24,60.48
21.696,140.50,10.28,60.49
21.750,139.71,10.25,60.50
21.800,139.01,10.21,60.48
21.853,139.32,10.20,60.48
21.905,139.84,10.25,60.49
21.956,138.90,10.24,60.52
22.011,139.60,10.12,60.48
22.063,139.24,10.22,60.49
22.115,139.93,10.26,60.52
22.167,139.63,10.27,60.52
22.218,139.78,10.29,60.47
22.268,138.92,10.11,60.47
22.320,139.93,10.09,60.49
22.371,139.49,10.21,60.50
22.421,139.05,10.16,60.48
22.473,139.62,10.16,60.49
22.523,139.62,10.16,60.49
22.575,139.47,10.17,60.50
22.626,138.57,10.18,60.51
22.679,137.68,10.21,60.54
22.729,138.17,10.09,60.50
22.781,138.32,10.23,60.54
22.833,139.06,10.22,60.59
22.885,138.65,10.20,60.62
22.938,138.82,10.16,60.60
22.992,138.63,10.06,60.61
23.041,139.14,10.07,60.63
23.090,138.39,10.15,60.64
23.140,139.62,10.15,60.62
23.190,139.56,10.06,60.62
23.240,139.89,10.12,60.61
23.290,140.91,10.11,60.60
23.341,139.14,10.25,60.63
23.393,138.89,10.12,60.61
23.445,139.17,10.11,60.62
23.497,138.35,10.16,60.62
23.552,139.37,10.06,60.59
23.604,140.14,10.09,60.62
23.657,139.46,10.21,60.63
23.710,139.87,10.06,60.60
23.762,138.63,10.19,60.58
23.813,140.21,10.21,60.64
23.863,140.21,10.21,60.64
23.914,139.07,10.20,60.60
23.967,151.12,10.80,60.78
24.017,151.49,10.74,60.74
24.070,150.70,10.86,60.78
24.121,160.36,10.80,60.87
24.173,158.95,10.89,60.86
24.225,160.29,10.81,60.85
24.279,160.60,10.73,60.84
24.330,160.64,10.92,60.86
24.382,160.04,11.01,60.86
24.436,160.62,10.79,60.83
24.486,160.41,10.82,60.84
24.538,160.50,10.80,60.86
24.588,160.50,10.74,60.85
24.642,160.23,10.86,60.87
24.693,159.38,10.75,60.86
24.748,159.99,10.82,60.85
24.797,160.39,10.78,60.82
24.847,159.96,10.91,60.87
24.899,159.46,10.83,60.85
24.950,160.44,10.83,60.85
25.005,159.47,10.86,60.88
25.055,159.85,10.84,60.85
25.109,159.67,10.72,60.84
25.162,161.03,10.85,60.85
25.215,159.58,10.88,60.86
25.268,161.42,10.91,60.87
25.319,161.22,10.84,60.84
25.370,160.53,10.86,60.89
25.422,160.19,10.84,60.85
25.477,160.96,10.91,60.87
25.532,160.29,10.86,60.85
25.586,160.98,10.90,60.85
25.639,160.99,10.94,60.85
25.692,161.37,10.85,60.85
25.747,160.59,10.83,60.84
25.799,160.23,10.86,60.86
25.851,160.85,10.85,60.86
25.904,160.10,10.90,60.87
25.955,159.56,10.92,60.86
26.008,160.33,10.78,60.82
26.060,160.40,10.79,60.84
26.113,160.14,10.82,60.82
26.172,160.22,10.85,60.83
26.239,159.68,11.00,60.85
26.296,161.72,10.84,60.83
26.360,160.71,10.86,60.82
26.420,160.91,10.88,60.85
26.483,160.25,10.79,60.83
26.535,161.13,10.84,60.83
26.588,160.82,10.94,60.86
26.641,160.76,10.82,60.83
26.703,160.24,10.88,60.83
26.761,160.77,10.90,60.85
26.828,160.34,10.89,60.83
26.883,160.75,10.89,60.82
26.949,160.81,10.82,60.83
27.003,160.25,10.83,60.85
27.070,160.75,10.81,60.81
27.126,161.92,10.90,60.85
27.181,161.06,10.92,60.84
27.241,161.46,10.89,60.83
27.313,161.04,10.92,60.86
27.368,160.56,10.94,60.87
27.422,161.51,10.87,60.86
27.478,159.72,10.79,60.85
27.528,159.68,10.92,60.84
27.582,161.19,10.90,60.84
27.636,160.86,10.83,60.84
27.691,159.48,10.88,60.84
27.746,160.51,10.81,60.82
27.800,158.99,10.84,60.84
27.855,158.95,10.75,60.81
27.909,159.20,10.79,60.80
27.963,158.31,10.74,60.83
28.014,158.31,10.74,60.83
28.070,160.12,10.74,60.84
28.122,160.02,10.76,60.81
28.176,159.49,10.77,60.83
28.231,159.76,10.87,60.86
28.282,160.49,10.78,60.85
28.334,159.81,10.74,60.82
28.384,160.53,10.93,60.85
28.439,160.52,10.94,60.85
28.492,160.72,10.81,60.81
28.545,158.48,10.67,60.81
28.597,159.36,10.72,60.80
28.647,160.73,10.75,60.80
28.701,160.03,10.80,60.79
28.752,159.92,10.85,60.83
28.804,159.86,10.88,60.84
28.856,159.63,10.81,60.80
28.908,160.44,10.84,60.83
28.962,159.00,10.81,60.81
29.014,160.29,10.86,60.81
29.069,159.20,10.77,60.78
29.124,159.97,10.81,60.80
29.177,159.62,10.85,60.80
29.234,159.45,10.80,60.78
29.287,159.67,10.88,60.80
29.343,159.83,10.76,60.81
29.393,159.83,10.76,60.81
29.445,159.11,10.84,60.80
29.498,159.37,10.83,60.80
29.548,159.89,10.86,60.81
29.597,159.33,10.87,60.81
29.646,160.00,10.79,60.81
29.697,160.35,10.81,60.80
29.751,161.09,10.80,60.82
29.807,160.99,10.84,60.81
29.857,158.73,10.83,60.80
29.909,158.95,10.76,60.79
29.962,158.27,10.82,60.81
30.013,159.85,10.74,60.80
30.064,158.99,10.76,60.80
30.115,159.58,10.70,60.81
30.165,159.49,10.74,60.79
30.214,159.31,10.83,60.82
30.262,160.22,10.87,60.81
30.310,161.11,10.81,60.78
30.358,160.10,10.70,60.79
30.406,159.13,10.81,60.81
30.457,158.89,10.81,60.80
30.506,159.36,10.87,60.82
30.554,160.15,10.83,60.82
30.602,159.72,10.77,60.77
30.650,159.90,10.85,60.79
30.699,160.04,10.83,60.79
30.748,159.96,10.82,60.78
30.796,159.33,10.88,60.77
30.845,159.92,10.85,60.80
30.894,159.38,10.80,60.76
30.945,158.35,10.80,60.79
30.998,160.07,10.77,60.79
31.052,159.86,10.80,60.78
31.105,159.52,10.78,60.77
31.156,160.81,10.73,60.75
31.207,160.51,10.88,60.73
31.258,160.03,10.72,60.67
31.311,160.62,10.85,60.73
31.363,160.30,10.82,60.73
31.415,160.60,10.81,60.72
31.466,160.60,10.89,60.70
31.518,160.33,10.84,60.71
31.568,160.47,11.00,60.72
31.619,159.23,10.81,60.70
31.669,159.40,10.87,60.70
31.719,160.18,10.86,60.72
31.769,159.91,10.88,60.74
31.821,160.07,10.86,60.75
31.875,159.26,10.80,60.75
31.923,160.16,10.90,60.78
31.976,160.00,10.73,60.75
32.028,160.33,10.89,60.78
32.080,160.16,10.74,60.75
32.133,160.90,10.86,60.83
32.183,160.84,10.86,60.83
32.235,158.91,10.87,60.83
32.284,158.98,10.85,60.83
32.339,160.80,10.87,60.84
32.392,160.16,10.89,60.85
32.445,161.53,10.87,60.85
32.495,161.53,10.87,60.85
32.547,159.67,10.79,60.84
32.599,159.65,10.67,60.82
32.652,158.70,10.71,60.84
32.703,160.25,10.87,60.85
32.753,159.97,10.78,60.86
32.810,160.16,10.87,60.85
32.861,160.16,10.87,60.85
32.913,160.64,10.85,60.85
32.968,160.30,10.71,60.85
33.018,159.27,10.86,60.87
33.072,159.70,10.92,60.83
33.123,160.63,10.73,60.84
33.175,160.74,10.80,60.85
33.227,159.72,10.83,60.85
33.275,160.49,10.85,60.86
33.325,160.09,10.84,60.86
33.378,159.41,10.84,60.88
33.430,160.12,10.77,60.87
33.480,160.46,10.86,60.85
33.532,161.01,10.80,60.89
33.581,159.92,10.83,60.87
33.630,158.76,10.85,60.88
33.679,158.20,10.78,60.88
33.731,161.14,10.79,60.88
33.783,159.39,10.75,60.87
33.836,159.57,10.71,60.87
33.885,160.04,10.76,60.88
33.938,159.49,10.77,60.87
33.991,160.25,10.80,60.87
34.048,159.70,10.84,60.85
34.099,158.73,10.75,60.85
34.151,160.28,10.86,60.90
34.205,160.28,10.86,60.90
34.255,159.23,10.70,60.82
34.310,160.14,10.75,60.88
34.362,159.19,10.94,60.91
34.416,159.82,10.72,60.86
34.473,161.28,10.71,60.85
34.529,159.83,10.74,60.86
34.582,159.42,10.74,60.86
34.636,159.97,10.78,60.87
34.688,161.12,10.79,60.91
34.742,159.56,10.74,60.85
34.795,160.31,10.81,60.85
34.847,159.64,10.86,60.86
34.901,159.56,10.80,60.84
34.953,158.65,10.75,60.85
35.010,159.27,10.63,60.84
35.060,159.17,10.78,60.87
35.114,158.20,10.76,60.86
35.168,159.48,10.71,60.84
35.222,159.51,10.78,60.86
35.276,160.44,10.80,60.87
35.333,159.71,10.77,60.83
35.385,160.33,10.84,60.85
35.440,159.64,10.72,60.86
35.496,160.02,10.76,60.82
35.565,158.69,10.80,60.86
35.621,159.30,10.77,60.85
35.680,159.91,10.83,60.86
35.745,159.00,10.65,60.82
35.799,157.61,10.61,60.81
35.853,158.96,10.76,60.84
35.908,158.74,10.78,60.83
35.976,159.28,10.80,60.85
36.030,158.77,10.85,60.85
36.081,160.84,10.75,60.82
36.139,159.93,10.74,60.82
36.205,158.93,10.81,60.86
36.258,159.15,10.70,60.82
36.309,159.06,10.76,60.85
36.367,159.30,10.66,60.84
36.429,159.07,10.74,60.85
36.483,158.84,10.73,60.85
36.550,159.36,10.76,60.85
36.607,160.48,10.82,60.84
36.672,159.08,10.79,60.86
36.721,159.38,10.78,60.83
36.772,159.28,10.97,60.87
36.826,159.54,10.78,60.83
36.890,159.94,10.89,60.85
36.942,160.30,10.82,60.84
36.993,159.58,10.69,60.82
37.043,159.92,10.77,60.82
37.105,159.97,10.89,60.83
37.156,159.58,10.84,60.84
37.207,159.07,10.71,60.79
37.256,158.76,10.73,60.83
37.306,159.53,10.85,60.82
37.360,160.01,10.81,60.85
37.411,159.07,10.81,60.83
37.465,160.10,10.91,60.85
37.520,158.59,10.73,60.83
37.582,159.91,10.75,60.84
37.630,158.29,10.70,60.82
37.680,158.64,10.71,60.82
37.732,160.91,10.80,60.85
37.784,159.77,10.82,60.83
37.835,158.60,10.75,60.85
37.884,160.30,10.84,60.85
37.935,158.65,10.88,60.82
37.992,158.65,10.88,60.82
38.048,159.51,10.86,60.85
38.104,159.16,10.77,60.82
38.159,160.07,10.71,60.83
38.214,158.64,10.75,60.84
38.272,159.00,10.83,60.83
38.326,159.77,10.85,60.85
38.382,158.57,10.72,60.79
38.432,158.45,10.75,60.84
38.482,158.99,10.70,60.83
38.533,158.12,10.67,60.84
38.583,158.37,10.62,60.80
38.633,159.91,10.83,60.85
38.684,160.49,10.83,60.83
38.740,158.61,10.76,60.83
38.794,158.04,10.77,60.81
38.843,159.33,10.78,60.82
38.890,159.55,10.72,60.82
38.939,159.75,10.75,60.82
38.993,159.02,10.79,60.84
39.044,158.32,10.72,60.79
39.094,159.91,10.79,60.82
39.142,158.90,10.76,60.81
39.190,159.99,10.70,60.81
39.238,159.08,10.76,60.83
39.296,160.04,10.79,60.82
39.342,160.04,10.79,60.82
39.390,159.77,10.82,60.84
39.440,159.74,10.74,60.83
39.490,158.93,10.81,60.81
39.538,158.33,10.79,60.83
39.586,159.73,10.80,60.84
39.634,158.67,10.76,60.81
39.683,159.70,10.85,60.82
39.734,159.73,10.75,60.80
39.781,159.91,10.80,60.82
39.829,158.79,10.77,60.82
39.878,159.47,10.72,60.81
39.925,159.03,10.85,60.83
39.973,158.87,10.73,60.80
40.022,159.25,10.77,60.82
40.070,159.45,10.81,60.83
40.121,159.61,10.78,60.83
40.172,159.22,10.72,60.77
40.223,160.22,10.83,60.82
40.274,159.13,10.71,60.81
40.326,157.21,10.75,60.80
40.375,157.12,10.67,60.81
40.428,158.82,10.62,60.77
40.480,158.59,10.77,60.81
40.533,158.14,10.73,60.80
40.583,159.05,10.80,60.83
40.635,158.97,10.76,60.81
40.685,159.31,10.77,60.80
40.736,157.92,10.69,60.80
40.782,158.72,10.70,60.79
40.831,158.33,10.65,60.79
40.880,157.97,10.74,60.78
40.928,157.98,10.81,60.82
40.976,159.06,10.68,60.78
41.023,158.44,10.72,60.77
41.071,158.48,10.75,60.78
41.118,158.15,10.70,60.81
41.167,159.17,10.69,60.78
41.216,158.96,10.73,60.81
41.266,158.06,10.72,60.81
41.315,159.57,10.73,60.80
41.363,158.00,10.62,60.76
41.415,158.08,10.66,60.78
41.465,158.94,10.80,60.84
41.514,158.86,10.65,60.80
41.562,157.90,10.70,60.80
41.609,158.51,10.80,60.82
41.655,159.22,10.81,60.82
41.702,158.75,10.74,60.83
41.750,158.37,10.67,60.78
41.797,158.91,10.69,60.78
41.845,158.06,10.73,60.82
41.896,159.40,10.77,60.78
41.946,158.29,10.70,60.79
41.994,157.69,10.71,60.80
42.042,158.77,10.70,60.79
42.092,157.40,10.71,60.81
42.139,158.16,10.65,60.79
42.188,158.06,10.74,60.77
42.238,157.52,10.67,60.79
42.288,159.07,10.78,60.81
42.335,158.94,10.82,60.82
42.384,158.64,10.72,60.80
42.432,158.64,10.72,60.80
42.481,158.17,10.81,60.82
42.530,159.36,10.78,60.81
42.582,158.86,10.74,60.79
42.629,157.93,10.74,60.80
42.677,157.54,10.77,60.78
42.730,156.58,10.75,60.78
42.779,156.58,10.75,60.78
42.828,159.12,10.74,60.77
42.877,158.51,10.64,60.76
42.927,156.87,10.64,60.77
42.977,159.03,10.67,60.78
43.026,158.19,10.70,60.80
43.075,157.32,10.65,60.78
43.123,158.10,10.75,60.80
43.171,158.10,10.75,60.80
43.221,159.44,10.73,60.79
43.281,159.58,10.71,60.79
43.331,157.70,10.72,60.77
43.382,158.31,10.87,60.78
43.431,158.28,10.82,60.77
43.479,159.02,10.82,60.77
43.530,158.09,10.71,60.74
43.580,158.53,10.78,60.70
43.633,157.83,10.82,60.69
43.682,158.61,10.80,60.70
43.734,157.73,10.85,60.67
43.785,158.69,10.78,60.66
43.838,157.72,10.87,60.64
43.889,158.62,10.86,60.65
43.944,157.70,10.74,60.63
43.994,158.63,10.80,60.61
44.046,158.97,10.81,60.62
44.095,158.06,10.83,60.63
44.148,157.61,10.84,60.60
44.202,159.45,10.75,60.59
44.259,157.77,10.74,60.58
44.312,159.08,10.91,60.63
44.371,157.66,10.78,60.55
44.425,159.36,10.90,60.50
44.480,158.89,10.88,60.49
44.536,161.46,10.89,60.46
44.592,158.66,10.97,60.41
44.650,160.23,11.06,60.26
44.707,160.49,11.05,60.24
44.764,159.87,11.14,60.21
44.834,160.15,11.00,60.19
44.891,160.16,11.15,60.08
44.958,159.54,11.01,60.04
45.015,159.85,11.01,60.07
45.083,159.23,11.07,60.02
45.138,159.47,11.03,60.04
45.208,158.55,11.04,60.06
45.267,160.31,11.05,60.05
45.330,158.60,11.02,60.07
45.388,159.56,10.97,60.06
45.458,159.42,11.09,60.08
45.518,160.85,11.08,60.09
45.585,159.87,11.07,60.10
45.646,160.25,11.11,60.08
45.707,160.03,11.10,60.08
45.770,159.37,10.99,60.07
45.830,158.85,11.01,60.09
45.888,159.98,11.00,60.08
45.947,159.09,10.98,60.08
46.006,159.43,11.01,60.10
46.062,159.54,11.03,60.08
46.117,160.20,11.05,60.09
46.172,160.22,11.02,60.10
46.229,159.86,11.07,60.10
46.284,160.06,10.99,60.10
46.338,158.69,11.07,60.09
46.392,159.49,11.08,60.11
46.446,160.01,11.05,60.11
