time_s,H,S,V
15.447,82.38,61.33,63.50
15.509,82.35,61.38,63.52
15.588,82.41,61.44,63.55
15.665,82.51,61.42,63.51
15.742,82.56,61.39,63.56
15.821,82.42,61.31,63.57
16.151,82.63,61.34,63.51
16.231,82.59,61.36,63.55
16.307,82.63,61.37,63.53
16.383,82.31,61.39,63.53
16.465,82.38,61.35,63.57
16.539,82.57,61.39,63.59
16.618,82.20,61.40,63.55
16.697,82.67,61.36,63.59
16.775,82.40,61.31,63.60
16.848,82.20,61.35,63.60
16.926,82.35,61.32,63.60
17.003,82.41,61.29,63.58
17.083,82.62,61.34,63.59
17.162,82.43,61.34,63.58
17.236,82.46,61.33,63.57
17.314,82.55,61.34,63.62
17.394,82.45,61.39,63.62
17.472,82.96,61.40,63.60
17.549,82.77,61.36,63.63
17.629,82.20,61.45,63.64
17.706,82.27,61.39,63.63
17.786,82.37,61.36,63.64
17.861,82.66,61.40,63.67
17.938,82.75,61.33,63.65
18.017,82.45,61.29,63.70
18.095,82.43,61.44,63.70
18.172,82.51,61.41,63.68
18.250,83.00,61.34,63.68
18.328,82.75,61.32,63.71
18.406,82.34,61.36,63.71
18.481,82.59,61.36,63.72
18.560,82.23,61.41,63.70
18.637,83.05,61.40,63.71
18.713,82.55,61.41,63.63
18.775,82.09,61.46,63.45
18.853,82.62,61.38,63.44
18.931,82.39,61.37,63.60
19.008,82.48,61.38,63.53
19.087,82.62,61.33,63.53
19.162,82.69,61.34,63.46
19.238,82.92,61.45,63.47
19.316,82.50,61.42,63.45
19.396,82.16,61.36,63.42
19.473,82.65,61.42,63.42
19.548,82.32,61.38,63.42
19.626,82.39,61.35,63.33
19.705,82.29,61.44,63.21
19.782,82.49,61.50,63.20
19.860,82.48,61.53,63.21
19.937,82.18,61.47,63.16
20.016,82.24,61.47,63.17
20.096,82.18,61.42,63.16
20.170,82.34,61.51,63.18
20.244,82.15,61.45,63.15
20.322,82.13,61.53,63.17
20.398,82.15,61.45,63.12
20.476,82.24,61.49,63.16
20.554,82.24,61.44,63.15
20.632,82.19,61.42,63.17
20.710,81.97,61.45,63.17
20.789,82.26,61.43,63.17
20.866,82.16,61.48,63.16
20.932,82.42,61.48,63.17
21.004,82.37,61.52,63.19
21.082,82.56,61.49,63.20
21.160,82.63,61.55,63.18
21.238,82.26,61.48,63.41
21.314,82.48,61.42,63.62
21.393,82.64,61.40,63.65
21.471,82.36,61.30,63.63
21.549,82.51,61.25,63.63
21.626,82.51,61.39,63.65
21.703,82.58,61.26,63.65
21.780,82.68,61.41,63.51
21.860,82.85,61.43,63.44
21.936,81.79,61.34,61.02
22.016,81.52,61.34,59.88
22.094,81.05,61.37,58.90
22.170,80.75,61.22,56.60
22.247,80.64,61.09,56.32
22.326,80.01,61.40,55.37
22.402,80.75,61.21,55.84
22.478,86.45,60.19,56.77
22.557,87.23,60.03,57.00
22.631,86.94,60.13,56.47
22.711,85.24,59.85,53.80
22.790,85.32,59.48,54.01
22.865,79.26,61.90,49.00
22.944,83.52,55.68,48.91
23.020,173.42,17.61,76.16
23.097,183.98,14.17,78.27
23.175,175.30,14.74,76.66
23.257,114.45,38.78,60.33
23.331,104.05,44.61,56.81
23.409,83.61,57.59,56.09
23.488,84.01,57.73,55.93
23.563,82.67,59.28,54.29
23.641,82.66,59.35,53.97
23.719,83.35,59.39,53.94
23.796,78.34,62.03,52.59
23.874,166.91,14.83,77.17
23.951,189.62,9.04,87.28
24.030,190.27,8.76,86.77
24.107,189.51,8.33,81.64
24.184,189.51,8.33,81.64
24.262,189.24,10.10,79.12
24.341,190.08,10.38,77.53
24.416,188.82,10.92,76.82
24.495,116.07,48.73,50.10
24.571,80.37,60.70,46.55
24.650,80.16,60.29,48.77
24.729,82.26,59.24,51.36
24.805,83.60,60.10,49.57
24.883,83.60,60.10,49.57
24.960,77.49,62.17,49.09
25.037,76.29,62.51,50.08
25.118,76.77,62.95,49.87
25.197,77.42,61.48,51.52
25.277,78.67,54.84,52.62
25.352,153.13,16.51,74.55
25.433,186.92,7.58,84.37
25.506,185.78,7.59,82.83
25.583,185.85,7.76,81.17
25.662,156.93,19.57,68.55
25.738,123.54,35.95,58.57
25.816,82.42,61.92,44.75
25.894,83.06,62.02,45.63
25.974,108.81,50.89,55.62
26.050,112.06,50.10,57.20
26.128,112.59,49.66,57.32
26.206,112.03,49.33,58.66
26.282,110.74,49.20,59.52
26.361,115.98,47.25,62.07
26.476,115.34,47.28,62.43
26.562,114.29,45.11,63.01
26.638,114.73,44.80,62.62
26.729,112.71,44.11,65.04
26.808,150.22,30.90,72.87
26.886,146.23,33.84,70.23
26.964,139.51,37.54,67.25
27.049,133.80,41.37,64.04
27.134,140.02,37.41,66.67
27.215,150.45,30.55,73.91
27.293,146.73,33.13,72.11
27.365,140.62,36.67,68.59
27.440,140.12,37.09,67.77
27.522,133.06,41.69,64.22
27.612,108.82,52.02,59.81
27.695,81.49,59.63,57.63
27.773,81.35,60.21,57.65
27.847,86.77,55.52,59.18
27.922,85.19,55.89,58.21
28.000,85.16,57.18,57.02
28.077,74.64,62.93,52.03
28.155,69.59,64.88,50.91
28.230,71.40,60.80,49.67
28.308,70.29,60.92,49.22
28.384,70.29,60.92,49.22
28.466,72.66,57.18,48.77
28.541,70.97,57.04,48.22
28.620,64.75,59.77,47.10
28.696,64.75,59.77,47.10
28.776,62.04,61.65,47.61
28.851,61.17,61.42,47.77
28.928,61.74,61.63,47.61
29.007,61.62,62.01,48.64
29.086,60.86,62.63,48.43
29.162,61.64,61.88,48.81
29.241,62.35,61.08,49.43
29.317,63.46,60.12,49.74
29.394,63.46,60.12,49.74
29.470,61.48,60.26,46.26
29.548,59.75,60.07,45.39
29.626,60.13,59.84,44.95
29.703,56.75,65.67,45.12
29.781,50.08,72.10,46.35
29.860,48.58,74.33,46.33
29.933,46.23,76.52,46.66
30.011,48.31,77.49,47.99
30.090,48.76,77.58,47.70
30.166,57.98,71.88,49.55
30.243,57.53,71.49,49.54
30.320,58.93,69.90,49.75
30.400,59.34,69.61,49.80
30.478,58.91,69.99,49.44
30.538,59.29,69.86,49.48
30.617,59.72,69.97,49.17
30.697,58.78,71.63,51.75
30.775,59.57,71.85,53.58
30.855,59.85,72.08,58.02
30.930,58.98,72.13,58.85
31.008,60.07,72.05,59.34
31.085,58.82,72.39,60.03
31.161,58.72,72.18,58.85
31.240,59.10,72.87,58.14
31.332,59.43,72.82,58.12
31.411,57.55,74.02,55.67
31.490,57.02,74.01,55.64
31.567,57.56,74.25,53.96
31.643,57.54,74.28,53.66
31.722,57.53,74.13,50.89
31.799,58.00,74.13,50.39
31.877,55.92,75.86,48.89
31.955,56.39,75.46,49.06
32.032,59.77,74.36,49.84
32.110,58.41,73.56,49.02
32.187,58.54,73.52,48.73
32.265,58.02,73.92,46.45
32.346,58.01,73.92,45.66
32.422,58.86,73.15,42.94
32.498,59.48,72.58,44.51
32.576,56.83,71.08,45.49
32.653,56.87,71.34,45.21
32.732,57.19,70.43,45.99
32.811,57.30,71.50,47.73
32.890,55.98,72.66,46.90
32.966,58.36,69.55,46.46
33.029,52.97,71.64,43.09
33.104,57.28,69.17,43.03
33.182,63.77,66.55,51.88
33.260,62.97,67.53,51.19
33.339,61.96,68.53,49.45
33.415,60.83,68.74,49.09
33.494,59.13,69.78,47.56
33.571,59.58,69.98,46.34
33.647,60.77,69.60,46.91
33.728,61.77,68.83,47.75
33.802,65.09,64.77,46.32
33.881,65.75,61.70,44.41
33.960,74.85,57.58,48.26
34.038,70.03,62.27,46.95
34.113,69.23,63.33,46.46
34.190,66.48,67.74,43.85
34.264,66.26,69.21,42.77
34.332,59.46,73.08,46.00
34.408,58.03,71.93,46.43
34.486,58.26,71.51,46.35
34.560,61.11,69.12,47.27
34.639,62.25,68.21,48.20
34.718,64.40,67.51,49.31
34.794,65.02,67.54,50.10
34.873,66.79,66.20,50.63
34.948,67.38,66.36,50.77
35.029,66.62,65.28,51.50
35.106,67.70,64.44,51.00
35.183,66.68,64.95,50.33
35.260,66.43,64.79,51.20
35.338,63.45,66.42,49.58
35.425,64.74,66.90,47.02
35.508,63.10,68.30,46.57
35.586,61.85,68.49,45.77
35.663,64.36,67.67,46.80
35.744,60.65,67.65,45.82
35.824,63.43,66.87,46.58
35.895,66.11,66.01,48.07
35.975,62.51,67.38,46.60
36.054,62.71,67.20,46.07
36.130,62.89,67.19,46.11
36.206,63.12,66.76,46.72
36.285,62.52,68.54,45.09
36.363,63.96,67.29,45.71
36.441,66.37,66.42,47.02
36.520,95.64,46.64,55.21
36.598,184.97,13.00,81.34
36.672,188.11,10.04,90.25
36.750,188.57,9.13,88.61
36.834,185.47,7.62,82.43
36.906,187.42,7.86,81.18
36.985,186.45,9.49,78.73
37.066,185.05,9.65,77.06
37.140,184.93,9.62,77.01
37.224,184.48,9.61,76.97
37.311,182.72,10.00,75.18
37.391,183.11,10.54,73.52
37.466,183.63,10.52,73.50
37.544,183.30,10.58,73.51
37.627,182.96,10.63,73.55
37.716,183.30,10.57,73.50
37.794,182.82,10.66,73.56
37.870,183.32,10.52,73.51
37.948,183.70,10.49,73.51
38.028,182.86,10.60,73.54
38.103,183.60,10.52,73.51
38.182,183.12,10.56,73.54
38.262,183.68,10.56,73.54
38.335,183.59,10.59,73.51
38.415,182.84,10.58,73.47
38.495,183.95,10.81,73.26
38.573,185.73,11.33,72.30
38.650,183.75,11.48,69.98
38.727,68.79,69.72,37.03
38.801,67.40,69.22,37.39
38.881,66.68,68.97,39.05
38.960,68.52,67.25,42.78
39.037,69.04,67.29,46.57
39.115,70.08,66.07,46.68
39.194,69.31,65.57,53.14
39.270,69.40,65.89,51.64
39.332,68.39,66.48,50.66
39.407,67.92,66.77,51.08
39.486,67.85,66.82,49.83
39.564,67.41,66.84,49.81
39.643,67.81,67.08,65.24
39.718,67.81,67.08,65.24
39.798,67.83,67.41,56.14
39.876,67.95,67.53,58.65
39.956,68.30,67.83,61.93
40.030,68.15,68.12,59.33
40.108,68.06,68.97,58.57
40.188,68.11,68.94,58.56
40.267,67.38,69.61,55.98
40.343,67.29,69.61,55.96
40.423,67.54,69.57,55.95
40.498,67.53,69.63,56.00
40.577,67.75,69.58,56.03
40.656,67.54,69.66,56.02
40.731,67.63,69.64,56.02
40.811,67.97,69.64,55.99
40.888,67.55,69.60,56.06
40.967,67.70,69.66,56.08
41.042,67.24,69.70,56.06
41.123,67.17,69.67,56.08
41.199,67.93,69.59,56.09
41.276,67.65,69.69,56.07
41.357,67.22,69.66,56.02
41.432,67.69,69.68,56.06
41.511,67.64,69.70,56.07
41.591,67.48,69.68,56.06
41.667,67.34,69.63,56.02
41.747,67.77,69.59,56.06
41.824,67.63,69.64,56.00
41.900,67.39,69.65,56.04
41.979,67.59,69.59,56.08
42.071,67.68,69.64,56.02
42.150,67.88,69.68,56.04
42.230,67.25,69.63,56.01
42.310,67.25,69.66,56.00
42.391,67.79,69.61,56.00
42.468,67.76,69.65,55.98
42.547,67.30,69.62,56.05
42.624,67.34,69.62,56.00
42.704,67.53,69.70,56.01
42.784,67.54,69.63,55.95
42.862,67.78,69.68,55.95
42.943,66.88,69.75,52.37
43.022,67.29,69.67,51.37
43.099,69.53,68.14,50.24
43.177,70.83,67.26,49.61
