elapsed_ms,mean_h,mean_s,mean_v,matched_ratio
73833,17.11,215.83,77.97,0.000000
73885,17.09,215.97,77.87,0.000000
73940,16.98,215.74,77.76,0.000000
73994,17.14,215.67,77.67,0.000000
74047,17.17,215.58,77.49,0.000000
74099,17.17,215.58,77.49,0.000000
74152,17.95,215.84,76.93,0.000000
74206,17.54,215.77,76.85,0.000000
74258,17.16,215.27,76.74,0.000000
74311,17.30,215.85,76.35,0.000000
74361,17.00,215.44,76.47,0.000000
74414,17.57,215.90,76.43,0.000000
74470,17.14,215.53,75.96,0.000000
74521,17.26,215.40,76.11,0.000000
74575,17.56,215.46,75.86,0.000000
74625,17.21,215.31,75.93,0.000000
74678,17.43,215.03,75.88,0.000000
74735,17.89,215.40,75.66,0.000000
74790,17.34,215.43,75.49,0.000000
74846,18.05,215.69,75.37,0.000000
74903,17.70,215.20,75.36,0.000000
74957,18.07,215.20,75.09,0.000000
75008,18.14,215.05,75.13,0.000000
75057,18.95,214.87,75.07,0.000000
75110,18.07,215.17,75.03,0.000000
75165,17.09,215.17,75.05,0.000000
75219,18.58,215.02,74.79,0.000000
75272,18.42,215.10,74.70,0.000000
75326,18.77,215.03,74.63,0.000000
75379,19.64,215.26,74.40,0.000000
75433,18.37,214.72,74.42,0.000000
75483,18.65,214.78,74.32,0.000000
75532,20.15,214.56,74.22,0.000000
75587,18.13,215.04,74.22,0.000000
75643,19.16,215.31,74.04,0.000000
75691,19.17,214.87,73.94,0.000000
75742,18.38,215.13,74.17,0.000000
75790,19.97,214.76,73.91,0.000000
75839,19.26,214.80,73.85,0.000000
75887,20.58,214.74,73.78,0.000000
75937,19.92,214.98,73.75,0.000000
75985,19.47,214.77,73.73,0.000000
76034,19.82,214.75,73.50,0.000000
76081,20.87,214.80,73.50,0.000000
76130,20.30,214.50,73.55,0.000000
76179,21.79,214.42,73.30,0.000000
76231,20.02,214.87,73.33,0.000000
76281,20.90,214.72,73.40,0.000000
76330,19.94,214.80,73.24,0.000000
76380,20.95,214.83,73.07,0.000000
76428,20.37,214.61,73.01,0.000000
76491,22.09,214.51,72.58,0.000000
76539,21.50,214.25,72.50,0.000000
76587,22.31,214.39,72.46,0.000000
76638,21.94,214.87,72.39,0.000000
76686,22.46,213.99,72.22,0.000000
76737,22.63,214.16,72.17,0.000000
76785,22.51,214.36,72.24,0.000000
76832,20.46,213.80,72.11,0.000000
76881,23.20,213.92,71.98,0.000000
76929,22.81,214.10,71.98,0.000000
76979,22.21,214.23,72.02,0.000000
77027,23.64,213.90,71.56,0.000000
77076,21.79,214.05,71.52,0.000000
77123,24.58,214.31,71.60,0.000000
77170,23.20,214.33,71.65,0.000000
77218,22.92,214.28,71.56,0.000000
77264,23.43,213.95,71.35,0.000000
77311,24.06,214.12,71.31,0.000000
77359,23.12,214.09,71.04,0.000000
77406,25.16,213.64,70.92,0.000000
77455,24.22,213.52,70.87,0.000000
77503,25.11,213.75,70.84,0.000000
77552,24.38,213.51,70.87,0.000000
77601,23.59,213.30,70.71,0.000000
77649,23.62,213.38,70.67,0.000000
77699,25.58,213.75,70.68,0.000000
77750,24.25,213.54,70.25,0.000000
77798,26.07,213.24,70.02,0.000000
77848,26.28,213.38,70.16,0.000000
77895,26.28,213.38,70.16,0.000000
77943,25.74,213.56,70.15,0.000000
77989,24.95,213.70,70.15,0.000000
78037,25.89,213.37,69.81,0.000000
78085,27.61,213.35,69.86,0.000000
78134,26.86,213.04,69.80,0.000000
78183,26.44,213.28,69.72,0.000000
78232,26.44,213.28,69.72,0.000000
78282,25.26,213.24,69.80,0.000000
78330,25.50,213.94,69.83,0.000000
78379,28.34,212.91,69.51,0.000000
78427,26.25,212.31,69.21,0.000000
78475,28.02,213.17,69.44,0.000000
78523,28.35,212.52,69.34,0.000000
78572,27.00,213.14,69.41,0.000000
78618,27.71,212.52,69.25,0.000000
78675,26.55,212.54,69.39,0.000000
78722,27.61,212.71,69.30,0.000000
78771,27.71,212.92,69.26,0.000000
78819,27.81,212.76,69.15,0.000000
78868,28.94,213.16,69.14,0.000000
78916,26.64,212.66,68.92,0.000000
78964,27.82,212.50,68.73,0.000000
79012,27.85,212.16,68.64,0.000000
79062,28.07,212.27,68.80,0.000000
79110,29.67,212.35,68.78,0.000000
79159,28.33,212.33,68.68,0.000000
79206,28.65,212.78,68.69,0.000000
79255,28.55,212.55,68.47,0.000000
79303,28.79,212.48,68.32,0.000000
79351,27.90,212.68,68.28,0.000000
79397,29.86,212.20,68.17,0.000000
79445,28.79,212.00,68.09,0.000000
79491,28.42,211.99,67.88,0.000000
79539,29.39,212.08,67.75,0.000000
79586,29.32,211.84,67.78,0.000000
79633,30.36,211.77,67.58,0.000000
79681,29.49,211.42,67.56,0.000000
79728,30.68,211.90,67.69,0.000000
79775,31.68,211.81,67.52,0.000000
79822,30.48,212.11,67.33,0.000000
79870,30.49,212.42,67.54,0.000000
79917,32.16,211.67,67.44,0.000000
79964,31.17,211.19,67.12,0.000000
80013,31.42,211.56,67.24,0.000000
80062,32.30,211.34,67.06,0.000000
80111,31.65,211.51,67.18,0.000000
80159,32.84,211.39,67.00,0.000000
80210,30.90,211.34,66.84,0.000000
80259,33.63,211.53,66.64,0.000000
80313,32.62,211.20,66.63,0.000000
80360,32.50,211.64,66.76,0.000000
80410,32.09,211.89,66.61,0.000000
80458,32.84,211.23,66.58,0.000000
80506,32.76,210.96,66.69,0.000000
80554,32.76,211.35,66.66,0.000000
80602,32.84,211.75,66.41,0.000000
80650,33.48,211.73,66.47,0.000000
80698,35.22,211.33,66.26,0.000000
80750,32.82,211.17,66.21,0.000000
80805,32.86,211.19,66.32,0.000000
80857,35.92,211.29,66.13,0.000000
80909,36.82,210.50,65.55,0.000000
80962,35.40,210.85,65.82,0.000000
81015,35.78,211.28,65.75,0.000000
81068,37.20,210.75,65.70,0.000000
81119,37.58,210.90,65.42,0.000000
81175,36.70,210.72,65.51,0.000000
81235,35.47,210.72,65.70,0.000000
81289,35.46,210.38,65.45,0.000000
81347,35.61,210.52,65.61,0.000000
81401,37.39,210.71,65.24,0.000000
81456,37.90,210.79,65.15,0.000000
81512,39.59,210.34,65.09,0.000000
81573,38.22,210.54,65.11,0.000000
81637,37.75,210.56,65.00,0.000000
81699,36.83,209.97,64.94,0.000000
81755,38.79,210.54,64.96,0.000000
81809,37.59,210.45,64.79,0.000000
81864,41.27,210.46,64.57,0.000000
81920,39.81,210.27,64.70,0.000000
81976,39.88,210.17,64.58,0.000000
82029,38.52,210.38,64.57,0.000000
82085,39.75,210.16,64.59,0.000000
82148,39.45,209.99,64.54,0.000000
82204,41.46,210.40,64.42,0.000000
82258,40.49,209.86,64.44,0.000000
82311,39.73,210.05,64.34,0.000000
82365,42.91,210.10,64.30,0.000000
82419,43.23,209.91,64.09,0.000000
82471,42.28,209.81,64.13,0.000000
82526,43.13,209.90,63.96,0.000000
82578,44.71,209.57,63.89,0.000000
82633,42.58,209.98,64.06,0.000000
82688,43.51,210.01,63.98,0.000000
82740,45.29,210.02,63.79,0.000000
82794,42.21,209.22,63.64,0.000000
82846,42.21,209.86,63.79,0.000000
82899,46.51,209.70,63.72,0.000000
82954,44.48,209.50,63.57,0.000000
83017,44.08,209.36,63.53,0.000000
83075,44.08,209.36,63.53,0.000000
83132,42.17,209.17,63.50,0.000000
83187,47.74,209.63,63.46,0.000000
83242,45.43,209.53,63.49,0.000000
83295,45.68,209.56,63.45,0.000000
83347,47.64,209.73,63.30,0.000000
83401,47.23,208.52,62.96,0.000000
83453,47.70,209.37,63.10,0.000000
83509,44.61,209.40,63.10,0.000000
83564,46.81,209.16,62.94,0.000000
83621,45.14,209.19,63.06,0.000000
83675,47.63,208.41,62.94,0.000000
83730,49.68,209.07,62.70,0.000000
83782,50.10,208.72,62.55,0.000000
83835,50.17,208.86,62.55,0.000000
83889,48.43,208.92,62.64,0.000000
83943,48.50,208.93,62.59,0.000000
83995,47.79,208.35,62.36,0.000000
84047,46.84,208.58,62.40,0.000000
84101,46.84,208.58,62.40,0.000000
84153,52.55,207.81,62.02,0.000000
84206,51.19,208.16,62.01,0.000000
84261,51.63,207.75,62.03,0.000000
84316,51.07,208.32,62.01,0.000000
84372,50.99,208.05,62.10,0.000000
84427,52.03,208.20,61.99,0.000000
84481,50.20,207.14,61.77,0.000000
84535,51.88,207.48,61.81,0.000000
84588,51.18,207.78,61.87,0.000000
84644,50.97,207.80,61.92,0.000000
84698,50.79,207.72,61.73,0.000000
84753,50.40,207.97,61.58,0.000000
84816,52.13,207.55,61.43,0.000000
84873,51.66,207.90,61.46,0.000000
84930,51.61,207.34,61.17,0.000000
84977,53.18,207.71,61.26,0.000000
85025,52.07,207.17,61.14,0.000000
85074,54.19,207.38,61.23,0.000000
85122,54.93,207.24,61.25,0.000000
85173,56.39,206.76,61.09,0.000000
85221,55.11,206.91,60.94,0.000000
85270,55.41,207.15,60.93,0.000000
85319,55.46,206.36,60.76,0.000000
85368,55.77,207.06,60.92,0.000000
85417,52.85,206.66,60.93,0.000000
85465,54.70,206.63,60.85,0.000000
85512,56.91,206.92,60.71,0.000000
85558,57.89,207.07,60.55,0.000000
85607,57.47,206.79,60.59,0.000000
85655,57.28,206.05,60.31,0.000000
85701,56.96,205.74,60.44,0.000000
85749,58.54,206.22,60.40,0.000000
85797,59.33,206.63,60.35,0.000000
85847,60.54,206.37,60.35,0.000000
85896,58.18,205.99,60.11,0.000000
85943,57.78,206.48,60.17,0.000000
85992,59.38,206.16,60.10,0.000000
86040,59.82,206.20,60.11,0.000000
86089,59.29,205.47,59.94,0.000000
86138,61.79,206.13,60.03,0.000000
86186,59.06,206.02,59.90,0.000000
86234,61.77,205.68,59.84,0.000000
86281,60.20,205.65,59.63,0.000000
86330,59.84,205.27,59.75,0.000000
86378,60.94,205.88,59.75,0.000000
86427,61.64,205.54,59.74,0.000000
86475,64.80,205.85,59.74,0.000000
86523,62.46,205.47,59.60,0.000000
86570,62.31,205.58,59.49,0.000000
86618,63.31,205.02,59.36,0.000000
86666,64.13,205.24,59.22,0.000000
86713,64.84,205.39,59.30,0.000000
86761,63.05,205.60,59.34,0.000000
86810,61.40,205.94,59.32,0.000000
86858,62.61,205.33,59.35,0.000000
86904,65.67,204.70,59.11,0.000000
86952,65.03,205.01,59.18,0.000000
87000,70.28,204.65,59.00,0.000000
87048,66.16,204.71,58.99,0.000000
87096,64.39,205.01,59.00,0.000000
87143,68.07,205.06,58.98,0.000000
87192,66.54,204.63,59.00,0.000000
87243,65.88,204.84,58.85,0.000000
87292,66.96,205.04,59.01,0.000000
87340,67.21,204.37,58.87,0.000000
87388,65.10,204.68,58.68,0.000000
87437,68.15,204.78,58.83,0.000000
87486,67.48,204.88,58.77,0.000000
87534,69.17,204.35,58.61,0.000000
87581,66.85,204.56,58.54,0.000000
87628,69.35,204.18,58.55,0.000000
87674,68.55,204.64,58.52,0.000000
87724,68.46,203.86,58.40,0.000000
87770,65.90,203.45,58.44,0.000000
87822,68.98,203.65,58.30,0.000000
87872,67.15,203.92,58.15,0.000000
87923,71.98,203.07,58.18,0.000000
87972,68.91,203.94,58.12,0.000000
88024,71.20,203.53,58.16,0.000000
88073,68.59,203.63,58.07,0.000000
88121,68.11,204.27,58.10,0.000000
88172,66.63,203.92,58.05,0.000000
88225,69.40,202.81,57.92,0.000000
88278,69.60,203.47,57.96,0.000000
88327,70.05,203.26,57.91,0.000000
88375,68.91,203.35,57.92,0.000000
88423,69.52,203.44,58.02,0.000000
88473,68.48,203.83,57.89,0.000000
88521,70.06,203.18,57.90,0.000000
88570,69.17,203.89,57.76,0.000000
88619,73.02,202.50,57.69,0.000000
88668,70.38,202.94,57.76,0.000000
88716,71.99,202.58,57.52,0.000000
88764,71.05,202.90,57.62,0.000000
88813,69.13,203.57,57.57,0.000000
88861,69.81,202.59,57.42,0.000000
88909,69.81,202.59,57.42,0.000000
88959,71.56,202.28,57.51,0.000000
89004,70.63,202.55,57.53,0.000000
89054,69.26,202.36,57.43,0.000000
89102,70.11,202.94,57.47,0.000000
89149,72.06,202.79,57.46,0.000000
89197,73.44,202.25,57.32,0.000000
89243,73.44,202.25,57.32,0.000000
89291,74.79,202.75,57.34,0.000000
89341,72.63,202.31,57.32,0.000000
89391,75.00,202.45,57.23,0.000000
89440,74.48,201.72,57.11,0.000000
89489,73.55,201.86,57.02,0.000000
89539,76.28,202.06,57.02,0.000000
89586,76.28,202.06,57.02,0.000000
89635,74.68,202.28,57.07,0.000000
89684,73.42,201.63,56.88,0.000000
89733,75.93,201.56,56.67,0.000000
89781,75.12,200.57,56.62,0.000000
89828,74.37,201.19,56.73,0.000000
89875,79.36,201.24,56.75,0.000000
89923,74.93,201.69,56.79,0.000000
89974,78.55,201.00,56.65,0.000000
90042,80.95,200.59,56.39,0.000000
90097,79.67,201.10,56.49,0.000000
90154,77.89,201.72,56.66,0.000000
90213,77.39,201.39,56.57,0.000000
90266,81.09,201.04,56.45,0.000000
90319,82.20,200.90,56.36,0.000000
90373,77.97,200.94,56.43,0.000000
90426,77.66,201.04,56.26,0.000000
90475,81.39,200.88,56.32,0.000000
90528,78.69,200.43,56.16,0.000000
90585,82.76,200.21,56.07,0.000000
90640,83.03,200.22,56.02,0.000000
90690,81.84,200.28,56.11,0.000000
90741,82.85,200.87,56.02,0.000000
90800,82.19,201.28,56.12,0.000000
90855,82.32,200.57,56.06,0.000000
90907,78.88,200.83,56.06,0.000000
90960,84.14,200.07,55.93,0.000000
91011,83.46,199.84,55.81,0.000000
91067,81.94,199.84,55.79,0.000000
91122,82.17,200.24,55.75,0.000000
91174,86.76,199.37,55.62,0.000000
91226,82.65,200.15,55.75,0.000000
91279,85.15,199.68,55.58,0.000000
91335,104.26,195.58,53.37,0.000000
91386,109.13,192.36,51.84,0.000000
91439,111.89,186.56,49.54,0.000000
91494,108.98,182.38,48.84,0.000000
91547,111.98,175.94,46.76,0.000000
91598,113.77,169.95,44.96,0.000000
91663,112.56,141.98,43.72,0.000000
91716,114.53,141.66,43.51,0.000000
91769,114.65,138.15,43.13,0.000000
91822,111.62,132.04,43.27,0.000000
91880,109.18,144.59,45.13,0.000000
91932,109.77,144.09,45.94,0.000000
91988,111.35,142.60,45.51,0.000000
92045,110.74,134.92,44.55,0.000000
92102,107.09,131.15,44.68,0.000000
92154,94.65,150.11,50.72,0.000000
92206,92.92,151.27,51.20,0.000000
92261,100.22,160.74,54.00,0.000000
92320,100.11,161.58,54.13,0.000000
92377,80.91,167.88,61.84,0.000000
92431,83.98,167.21,62.54,0.000000
92484,82.91,167.54,62.57,0.000000
92538,82.97,168.22,62.44,0.000000
92591,68.58,170.32,66.69,0.000000
92646,70.99,170.88,66.44,0.000000
92696,74.01,168.98,65.73,0.000000
92746,70.56,169.50,65.83,0.000000
92798,72.48,172.89,67.63,0.000000
92848,70.36,173.49,67.50,0.000000
92899,69.13,175.73,66.79,0.000000
92959,69.97,176.30,66.37,0.000000
93013,68.07,175.08,66.04,0.000000
93067,68.07,175.08,66.04,0.000000
93118,68.36,174.31,65.77,0.000000
93174,69.25,175.22,66.05,0.000000
93225,68.44,173.79,63.62,0.000000
93277,67.61,173.06,63.31,0.000000
93331,67.41,172.58,62.49,0.000000
93381,67.38,171.95,60.97,0.000000
93433,67.26,170.45,60.82,0.000000
93484,69.58,170.10,60.09,0.000000
93540,67.14,170.61,60.08,0.000000
93590,68.68,169.51,59.64,0.000000
93641,69.33,170.26,59.26,0.000000
93693,71.05,168.94,55.81,0.000000
93743,71.93,168.71,55.57,0.000000
93795,70.95,171.72,55.07,0.000000
93853,70.46,171.62,55.03,0.000000
93903,69.76,170.95,55.18,0.000000
93954,67.56,173.97,57.03,0.000000
94005,68.63,175.95,57.18,0.000000
94055,68.85,176.00,56.38,0.000000
94105,70.62,176.35,55.95,0.000000
94157,73.48,178.78,54.35,0.000000
94209,72.43,181.22,50.47,0.000000
94263,71.86,182.65,49.95,0.000000
94311,71.71,183.98,49.93,0.000000
94359,76.82,185.34,48.73,0.000000
94407,76.82,185.34,48.73,0.000000
94455,75.21,183.96,48.78,0.000000
94504,74.08,184.67,48.83,0.000000
94551,79.58,181.87,47.79,0.000000
94599,77.00,180.82,47.31,0.000000
94646,78.48,180.19,47.37,0.000000
94695,76.38,180.59,47.20,0.000000
94741,76.38,180.59,47.20,0.000000
94788,76.27,181.99,47.34,0.000000
94836,74.67,181.69,47.15,0.000000
94883,77.31,179.30,46.64,0.000000
94932,74.80,180.72,46.96,0.000000
94978,75.77,180.34,46.68,0.000000
95026,76.94,177.87,46.29,0.000000
95074,78.56,179.67,46.22,0.000000
95121,76.80,179.48,46.22,0.000000
95170,77.47,178.65,46.27,0.000000
95218,82.08,177.90,45.87,0.000000
95267,78.42,177.30,45.49,0.000000
95315,79.62,177.68,45.58,0.000000
95361,80.85,176.08,45.13,0.000000
95410,79.80,176.45,45.16,0.000000
95458,83.95,175.33,44.95,0.000000
95506,79.16,175.64,44.77,0.000000
95554,86.37,173.98,44.70,0.000000
95601,79.96,177.99,45.67,0.000000
95649,78.85,178.01,45.84,0.000000
95697,80.27,179.00,45.85,0.000000
95745,78.66,179.98,45.83,0.000000
95795,83.28,175.90,45.39,0.000000
95841,81.68,176.41,44.95,0.000000
95889,80.64,178.04,44.52,0.000000
95937,82.42,176.17,44.32,0.000000
95985,85.23,175.72,44.06,0.000000
96032,83.54,175.95,43.93,0.000000
96078,85.87,176.72,44.12,0.000000
96126,86.38,175.97,43.90,0.000000
96174,82.79,175.55,44.34,0.000000
96220,83.45,177.85,44.64,0.000000
96268,83.46,179.83,45.20,0.000000
96315,82.37,179.72,45.32,0.000000
96364,82.72,177.02,44.74,0.000000
96413,84.16,173.90,43.56,0.000000
96465,97.44,160.85,38.71,0.000000
96513,104.32,163.17,38.80,0.000000
96562,91.84,171.06,41.29,0.000000
96608,84.74,171.32,41.54,0.000000
96655,86.53,174.25,41.94,0.000000
96704,83.14,174.87,42.29,0.000000
96754,80.91,177.07,42.64,0.000000
96804,75.98,179.66,43.40,0.000000
96857,68.93,183.55,44.56,0.000000
96908,18.99,212.45,57.85,0.000000
96958,16.02,216.87,63.12,0.000000
97006,15.67,219.31,66.05,0.000000
97060,8.82,226.17,63.60,0.000000
97111,9.86,225.19,64.13,0.000000
97160,8.69,225.25,64.88,0.000000
97208,29.53,213.50,60.21,0.000000
