elapsed_ms,mean_h,mean_s,mean_v,matched_ratio
37850,52.21,31.06,148.70,0.000000
37907,51.71,30.24,148.68,0.000000
37961,51.83,30.34,148.67,0.000000
38010,51.67,30.78,148.74,0.000000
38060,51.74,30.53,148.71,0.000000
38111,51.62,30.51,148.67,0.000000
38163,52.01,30.62,148.76,0.000000
38212,52.10,30.55,148.76,0.000000
38276,51.96,30.61,148.72,0.000000
38332,51.78,30.81,148.74,0.000000
38388,51.99,30.48,148.68,0.000000
38438,51.00,31.00,148.77,0.000000
38491,51.81,30.71,148.72,0.000000
38545,52.09,30.61,148.74,0.000000
38597,51.65,30.57,148.71,0.000000
38649,51.62,30.67,148.67,0.000000
38700,51.91,30.56,148.68,0.000000
38755,51.07,30.89,148.76,0.000000
38808,50.94,30.91,148.71,0.000000
38857,50.87,30.52,148.66,0.000000
38908,51.38,30.61,148.63,0.000000
38960,51.77,30.68,148.68,0.000000
39012,51.44,30.57,148.65,0.000000
39076,51.66,30.50,148.60,0.000000
39131,51.53,30.52,148.65,0.000000
39184,51.53,30.52,148.65,0.000000
39234,51.28,30.81,148.67,0.000000
39286,51.58,30.38,148.59,0.000000
39336,51.65,30.51,148.64,0.000000
39388,51.01,30.48,148.57,0.000000
39438,51.83,30.63,148.63,0.000000
39490,51.66,30.75,148.64,0.000000
39541,51.96,30.76,148.65,0.000000
39594,52.03,30.47,148.64,0.000000
39645,51.55,30.79,148.68,0.000000
39692,51.75,30.84,148.67,0.000000
39741,51.82,30.49,148.63,0.000000
39791,51.35,30.82,148.66,0.000000
39843,51.68,30.68,148.63,0.000000
39894,51.46,30.85,148.80,0.000000
39945,50.97,30.85,148.75,0.000000
40000,51.53,30.83,148.83,0.000000
40049,50.95,31.09,148.83,0.000000
40100,51.06,30.74,148.77,0.000000
40153,51.52,30.59,148.76,0.000000
40202,51.67,30.35,148.74,0.000000
40252,51.91,30.57,148.77,0.000000
40302,51.84,30.81,148.84,0.000000
40352,51.16,30.75,148.81,0.000000
40401,51.85,31.09,148.79,0.000000
40452,51.56,30.62,148.81,0.000000
40503,51.34,30.74,148.71,0.000000
40552,51.24,30.64,148.76,0.000000
40602,51.34,30.88,148.78,0.000000
40654,51.58,30.67,148.78,0.000000
40702,51.17,30.85,148.79,0.000000
40754,51.24,31.13,148.94,0.000000
40807,51.06,30.74,148.87,0.000000
40856,51.65,30.77,148.83,0.000000
40905,51.44,30.68,149.02,0.000000
40958,51.78,30.75,148.93,0.000000
41007,51.39,30.88,148.94,0.000000
41055,51.68,30.98,148.98,0.000000
41106,51.66,30.80,148.88,0.000000
41159,51.60,30.72,148.89,0.000000
41212,51.05,30.84,148.87,0.000000
41265,50.85,31.12,148.84,0.000000
41316,51.28,31.01,148.89,0.000000
41366,51.00,30.87,148.82,0.000000
41417,50.53,31.06,148.86,0.000000
41470,50.23,31.29,148.88,0.000000
41521,50.72,30.96,148.79,0.000000
41571,51.34,30.95,148.90,0.000000
41619,50.92,31.11,148.87,0.000000
41669,50.51,31.18,148.96,0.000000
41717,50.83,31.04,148.87,0.000000
41765,50.37,30.99,148.86,0.000000
41813,50.40,31.03,148.85,0.000000
41860,50.73,31.20,148.95,0.000000
41907,50.85,31.17,148.94,0.000000
41955,50.40,30.90,148.88,0.000000
42004,51.18,31.06,148.90,0.000000
42051,50.97,31.00,148.84,0.000000
42098,50.92,31.24,148.88,0.000000
42148,50.74,31.35,148.90,0.000000
42196,50.83,31.13,148.89,0.000000
42245,50.60,31.45,148.93,0.000000
42292,51.02,31.18,148.89,0.000000
42339,50.86,31.27,148.86,0.000000
42387,50.62,30.91,148.84,0.000000
42434,50.87,31.13,148.83,0.000000
42484,50.04,31.02,148.87,0.000000
42532,50.40,31.32,148.85,0.000000
42579,50.90,31.39,148.89,0.000000
42626,50.26,31.30,148.82,0.000000
42675,50.64,31.27,148.86,0.000000
42722,50.44,31.15,148.86,0.000000
42771,50.55,31.06,148.83,0.000000
42818,50.65,31.21,148.90,0.000000
42866,50.55,31.28,148.87,0.000000
42915,50.35,31.18,148.92,0.000000
42966,50.75,31.20,148.87,0.000000
43017,49.56,31.21,148.85,0.000000
43064,50.31,31.37,149.03,0.000000
43112,50.39,31.25,148.89,0.000000
43161,49.96,31.41,148.97,0.000000
43209,50.55,31.10,148.92,0.000000
43258,50.58,31.24,148.94,0.000000
43305,49.92,31.25,148.96,0.000000
43354,49.58,31.53,148.94,0.000000
43400,50.34,31.33,148.94,0.000000
43449,49.73,31.66,148.97,0.000000
43501,49.76,31.19,148.86,0.000000
43551,49.61,31.33,148.88,0.000000
43604,50.21,31.33,148.92,0.000000
43658,49.81,31.71,148.91,0.000000
43723,49.81,31.44,148.83,0.000000
43778,49.64,31.76,148.82,0.000000
43832,49.28,31.68,148.75,0.000000
43888,49.80,31.96,148.82,0.000000
43952,49.90,31.59,148.84,0.000000
44007,49.88,31.85,148.91,0.000000
44062,49.40,31.87,148.93,0.000000
44120,49.37,31.78,148.99,0.000000
44175,49.47,31.80,148.84,0.000000
44229,49.10,31.78,148.94,0.000000
44283,49.09,31.89,148.92,0.000000
44337,49.27,32.17,148.99,0.000000
44393,48.89,32.25,149.06,0.000000
44448,49.12,31.83,148.98,0.000000
44502,48.95,31.90,149.02,0.000000
44559,48.98,32.08,148.98,0.000000
44615,49.41,32.07,148.95,0.000000
44671,48.75,32.20,148.98,0.000000
44735,48.48,32.18,148.96,0.000000
44791,48.31,32.35,148.95,0.000000
44846,48.99,32.20,148.98,0.000000
44900,48.35,32.33,148.91,0.000000
44952,48.43,32.49,148.92,0.000000
45005,48.83,32.18,148.92,0.000000
45058,49.11,32.10,148.86,0.000000
45113,49.02,32.15,148.96,0.000000
45167,48.49,32.26,148.96,0.000000
45219,48.81,32.53,148.97,0.000000
45272,48.29,32.45,149.06,0.000000
45326,47.75,32.68,148.96,0.000000
45378,48.36,32.80,148.96,0.000000
45430,48.24,32.90,148.97,0.000000
45483,47.73,33.03,148.96,0.000000
45535,47.66,33.26,148.97,0.000000
45589,47.74,33.20,149.02,0.000000
45647,47.13,33.23,148.94,0.000000
45701,48.02,33.27,148.98,0.000000
45755,47.40,33.19,148.97,0.000000
45809,47.02,33.42,148.95,0.000000
45864,47.11,33.67,149.06,0.000000
45920,47.21,33.54,148.92,0.000000
45976,47.25,33.52,149.00,0.000000
46028,47.35,33.77,148.98,0.000000
46082,46.57,33.70,148.97,0.000000
46137,47.25,33.67,148.97,0.000000
46201,46.67,33.94,148.92,0.000000
46255,46.62,33.89,148.91,0.000000
46313,46.31,34.30,148.92,0.000000
46369,46.59,34.30,148.94,0.000000
46426,46.00,34.45,148.84,0.000000
46483,46.33,34.60,148.94,0.000000
46539,45.76,34.77,148.88,0.000000
46596,45.30,34.86,148.81,0.000000
46653,45.73,35.21,148.89,0.000000
46718,44.94,35.34,148.82,0.000000
46773,45.12,35.30,148.85,0.000000
46828,45.15,35.51,148.86,0.000000
46885,44.31,36.04,148.82,0.000000
46940,44.43,36.09,148.79,0.000000
46996,44.32,36.02,148.74,0.000000
47054,44.28,36.12,148.69,0.000000
47108,44.51,36.48,148.79,0.000000
47162,43.74,37.27,148.71,0.000000
47217,43.51,37.26,148.71,0.000000
47270,43.06,37.56,148.69,0.000000
47324,42.94,37.41,148.62,0.000000
47380,43.01,38.04,148.70,0.000000
47438,42.22,38.55,148.55,0.000000
47490,42.22,38.55,148.55,0.000000
47545,42.10,38.98,148.56,0.000000
47598,41.57,39.09,148.41,0.000000
47652,40.88,40.74,148.35,0.000000
47708,40.14,41.19,148.37,0.000000
47764,40.03,41.64,148.27,0.000000
47823,39.84,43.15,148.21,0.000000
47882,39.23,44.04,148.15,0.000000
47932,39.02,44.77,148.12,0.000000
47979,38.61,45.59,148.12,0.000000
48028,38.09,46.39,148.05,0.000000
48079,37.65,47.28,148.06,0.000000
48126,37.09,50.50,148.06,0.000000
48175,36.65,51.60,147.96,0.000000
48223,36.52,52.99,147.91,0.000000
48272,36.25,54.30,147.95,0.000000
48319,35.43,57.14,147.85,0.000000
48368,35.21,58.93,147.81,0.000000
48416,34.67,60.75,147.70,0.000000
48463,33.49,67.49,147.57,0.000000
48512,33.76,67.72,147.63,0.000000
48561,33.27,70.65,147.60,0.000000
48608,32.74,73.86,147.48,0.000000
48657,33.20,75.41,147.58,0.000000
48704,32.43,79.17,147.72,0.000000
48752,33.70,83.84,146.93,0.000000
48800,32.77,95.27,147.05,0.000000
48850,32.55,100.18,146.97,0.000000
48899,32.23,105.14,147.13,0.000000
48947,32.22,107.61,147.13,0.000000
48995,31.85,112.36,147.13,0.000000
49044,31.77,117.48,147.36,0.000000
49091,31.53,122.06,147.41,0.000000
49142,31.10,126.78,147.34,0.000000
49189,30.26,143.93,147.66,0.000000
49242,29.76,148.00,147.73,0.000000
49296,29.67,151.90,147.77,0.000000
49345,28.91,165.94,148.01,0.000000
49395,28.61,169.18,147.98,0.000000
49447,28.55,172.05,148.02,0.000000
49496,27.94,178.02,148.07,0.000000
49549,27.94,178.02,148.07,0.000000
49601,28.17,180.88,148.01,0.000000
49654,27.33,190.99,147.91,0.000000
49703,27.51,193.06,147.87,0.000000
49752,27.44,195.32,148.05,0.000000
49802,26.94,197.24,147.84,0.000000
49853,27.00,198.90,147.83,0.000000
49904,27.00,200.63,147.91,0.000000
49952,26.71,202.44,147.65,0.000000
50004,26.48,207.71,147.49,0.000000
50053,26.14,208.79,147.35,0.000000
50105,25.92,209.97,147.23,0.000000
50154,26.12,210.82,147.33,0.000000
50202,25.85,211.69,147.24,0.000000
50257,25.55,212.50,147.05,0.000000
50309,25.15,215.25,146.91,0.000000
50358,24.77,215.82,146.62,0.000000
50409,25.10,216.04,146.65,0.000000
50459,24.71,216.53,146.51,0.000000
50507,24.43,217.07,146.36,0.000000
50554,24.90,217.41,146.29,0.000000
50602,24.16,218.66,144.74,0.000000
50648,24.21,219.05,144.64,0.000000
50697,24.11,219.21,144.64,0.000000
50746,23.72,219.41,144.39,0.000000
50793,23.86,219.66,144.35,0.000000
50841,23.75,219.84,144.16,0.000000
50889,23.52,220.18,144.07,0.000000
50938,23.24,220.71,143.64,0.000000
50985,22.94,220.95,143.53,0.000000
51031,22.84,221.02,143.34,0.000000
51081,23.05,221.25,143.33,0.000000
51128,22.79,221.39,143.13,0.000000
51175,22.62,221.47,142.93,0.000000
51222,22.67,221.62,142.94,0.000000
51290,21.65,222.21,142.35,0.000000
51338,22.05,222.18,142.23,0.000000
51385,21.96,222.35,142.24,0.000000
51432,21.46,222.41,141.97,0.000000
51480,21.76,222.55,142.01,0.000000
51529,21.53,222.60,141.85,0.000000
51576,21.01,222.76,141.22,0.000000
51625,21.21,222.91,141.21,0.000000
51681,21.02,222.95,141.11,0.000000
51728,20.76,223.16,140.88,0.000000
51776,20.79,223.21,140.88,0.000000
51824,20.53,223.22,140.64,0.000000
51870,20.39,223.38,140.62,0.000000
51919,20.39,223.32,140.09,0.000000
51968,20.39,223.19,144.51,0.000000
52015,20.60,223.36,144.33,0.000000
52062,20.17,223.35,144.17,0.000000
52110,20.41,222.65,149.03,0.000000
52160,20.19,222.67,148.83,0.000000
52207,20.28,222.72,148.78,0.000000
52256,19.70,223.03,149.52,0.000000
52306,19.34,223.11,149.32,0.000000
52353,19.69,223.18,149.27,0.000000
52401,19.43,222.69,153.90,0.000000
52452,19.50,222.83,153.77,0.000000
52503,19.49,222.27,157.56,0.000000
52552,19.59,222.35,157.53,0.000000
52606,19.63,222.49,157.38,0.000000
52655,19.37,222.58,157.17,0.000000
52700,19.37,222.58,157.17,0.000000
52751,19.01,222.56,157.02,0.000000
52803,19.32,222.57,156.71,0.000000
52862,19.31,222.84,156.28,0.000000
52917,18.47,222.79,156.15,0.000000
52973,18.79,222.89,156.07,0.000000
53028,18.63,222.90,155.56,0.000000
53082,18.64,222.92,155.34,0.000000
53147,18.18,222.95,155.14,0.000000
53203,18.10,222.99,155.03,0.000000
53263,18.44,223.02,154.87,0.000000
53319,18.05,223.04,154.46,0.000000
53377,18.23,223.13,154.26,0.000000
53430,17.98,223.15,154.06,0.000000
53486,17.48,223.19,154.00,0.000000
53538,18.01,223.06,153.77,0.000000
53593,17.79,223.30,152.95,0.000000
53645,17.60,223.39,152.86,0.000000
53699,17.68,223.39,152.73,0.000000
53757,17.49,223.54,152.26,0.000000
53812,17.02,223.46,152.01,0.000000
53868,17.34,223.49,152.01,0.000000
53921,16.80,223.55,151.69,0.000000
53974,16.92,223.45,151.59,0.000000
54028,16.85,223.69,151.13,0.000000
54082,17.12,223.90,150.02,0.000000
54139,16.72,223.86,149.71,0.000000
54193,16.99,223.86,149.76,0.000000
54248,16.74,223.90,149.67,0.000000
54310,16.72,223.92,149.51,0.000000
54366,16.46,224.10,148.86,0.000000
54425,16.42,223.96,148.73,0.000000
54480,16.32,223.91,148.44,0.000000
54536,16.12,223.93,147.81,0.000000
54593,16.22,224.00,147.69,0.000000
54650,16.29,223.97,147.42,0.000000
54703,16.15,224.03,147.22,0.000000
54757,15.98,224.00,146.68,0.000000
54816,16.04,223.98,146.37,0.000000
54871,15.84,223.99,146.34,0.000000
54924,15.95,224.09,146.31,0.000000
54980,15.97,224.15,146.00,0.000000
55035,15.88,224.17,145.35,0.000000
55088,15.76,224.06,145.28,0.000000
55141,15.58,224.22,145.11,0.000000
55196,15.62,224.13,144.84,0.000000
55253,15.67,224.12,144.78,0.000000
55305,15.35,224.09,144.15,0.000000
55360,15.46,224.09,143.87,0.000000
55415,15.40,224.04,143.80,0.000000
55470,15.36,224.09,143.66,0.000000
55522,15.38,224.20,143.49,0.000000
55577,15.14,224.28,143.00,0.000000
55631,15.36,224.17,142.90,0.000000
55688,14.95,224.15,142.61,0.000000
55740,15.04,224.16,142.50,0.000000
55796,15.12,224.20,142.36,0.000000
55848,15.06,224.16,141.77,0.000000
55903,14.66,224.21,141.62,0.000000
55954,14.79,224.20,141.52,0.000000
56009,14.58,224.20,141.34,0.000000
56065,14.65,224.22,141.26,0.000000
56118,14.73,224.16,140.70,0.000000
56173,14.43,224.14,140.41,0.000000
56226,14.58,224.20,140.31,0.000000
56280,14.53,224.17,140.20,0.000000
56333,14.36,224.20,139.50,0.000000
56388,14.46,224.21,139.38,0.000000
56444,14.22,224.27,139.15,0.000000
56506,14.42,224.24,139.14,0.000000
56559,14.30,224.23,138.94,0.000000
56616,13.83,224.14,138.40,0.000000
56669,14.11,224.25,138.35,0.000000
56722,14.21,224.26,138.27,0.000000
56776,14.05,224.16,138.05,0.000000
56828,13.96,224.28,137.88,0.000000
56882,14.00,224.27,137.25,0.000000
56934,14.02,224.04,136.97,0.000000
56985,14.09,224.11,136.84,0.000000
57038,13.93,224.19,136.61,0.000000
57098,14.07,224.14,136.51,0.000000
57146,13.55,224.18,135.85,0.000000
57193,13.86,224.09,135.60,0.000000
57245,13.63,224.11,135.49,0.000000
57296,13.75,224.18,135.14,0.000000
57347,13.70,224.11,135.03,0.000000
57398,13.55,224.03,134.94,0.000000
57446,13.70,224.10,134.24,0.000000
57495,13.51,224.10,134.21,0.000000
57543,13.51,223.95,134.00,0.000000
57589,13.88,223.93,133.88,0.000000
57639,13.33,224.05,133.67,0.000000
57688,13.68,224.00,133.64,0.000000
57738,13.38,224.08,133.28,0.000000
57791,13.38,224.04,132.81,0.000000
57841,13.38,224.04,132.81,0.000000
57891,13.30,224.10,132.77,0.000000
57940,13.38,224.15,132.42,0.000000
57990,13.39,223.97,132.12,0.000000
58040,13.37,224.01,131.72,0.000000
58090,13.21,223.78,131.41,0.000000
58140,13.20,223.91,131.23,0.000000
58189,13.20,223.91,131.23,0.000000
58238,13.19,223.87,131.13,0.000000
58288,13.28,223.86,131.06,0.000000
58340,13.11,223.82,130.16,0.000000
58391,13.15,223.76,130.12,0.000000
58441,13.27,223.66,129.92,0.000000
58491,13.17,223.73,129.73,0.000000
58543,13.18,223.75,129.48,0.000000
58592,12.96,223.77,129.04,0.000000
58641,13.02,223.62,128.88,0.000000
58689,13.01,223.61,128.62,0.000000
58739,12.96,223.78,128.52,0.000000
58790,13.06,223.72,128.21,0.000000
58843,13.36,223.68,128.05,0.000000
58897,13.00,223.68,127.67,0.000000
58949,13.13,223.73,127.44,0.000000
59001,12.98,223.57,127.21,0.000000
59053,13.05,223.54,127.14,0.000000
59105,12.69,223.46,126.91,0.000000
59156,12.84,223.63,126.37,0.000000
59206,12.86,223.57,126.12,0.000000
59257,13.11,223.59,126.08,0.000000
59307,13.09,223.58,125.77,0.000000
59358,13.00,223.45,125.71,0.000000
59411,12.95,223.43,125.52,0.000000
59459,12.91,223.51,125.34,0.000000
59506,13.05,223.33,125.08,0.000000
59554,12.89,223.38,124.57,0.000000
59600,13.14,223.37,124.38,0.000000
59648,13.08,223.15,124.03,0.000000
59693,12.69,223.37,124.13,0.000000
59741,12.95,223.43,123.64,0.000000
59787,12.98,223.36,123.11,0.000000
59837,13.24,223.32,122.86,0.000000
59884,12.79,223.25,122.64,0.000000
59931,12.78,223.18,122.49,0.000000
59982,12.86,223.32,122.31,0.000000
60033,13.00,223.20,122.13,0.000000
60084,13.05,223.13,121.39,0.000000
60133,12.84,223.05,121.15,0.000000
60184,13.45,223.18,121.12,0.000000
60232,12.81,223.15,120.89,0.000000
60280,13.01,223.17,120.72,0.000000
60328,12.94,222.94,120.52,0.000000
60377,13.03,223.21,120.41,0.000000
60424,12.82,222.97,119.68,0.000000
60474,12.62,223.13,119.62,0.000000
60522,13.21,222.98,119.24,0.000000
60571,12.76,223.13,119.30,0.000000
60618,12.83,222.97,119.10,0.000000
60666,13.05,222.76,118.83,0.000000
60712,12.89,222.90,118.78,0.000000
60761,13.16,222.95,118.09,0.000000
60808,12.71,222.86,118.09,0.000000
60856,12.83,223.02,118.04,0.000000
60903,12.84,223.09,117.82,0.000000
60951,13.06,222.74,117.56,0.000000
60998,12.84,222.80,117.27,0.000000
61047,13.28,222.79,117.09,0.000000
61094,12.93,222.57,116.50,0.000000
61142,12.94,222.68,116.47,0.000000
61189,12.89,222.62,116.25,0.000000
61236,12.95,222.84,116.11,0.000000
61283,12.66,222.79,115.93,0.000000
61330,13.19,222.83,115.77,0.000000
61379,13.25,222.84,115.56,0.000000
61426,13.04,222.69,115.58,0.000000
61474,13.38,222.66,115.19,0.000000
61521,12.85,222.79,115.07,0.000000
61570,13.20,222.54,114.91,0.000000
61617,13.54,222.70,114.74,0.000000
61671,13.15,222.74,114.67,0.000000
61726,12.93,222.42,114.53,0.000000
61777,13.22,222.46,114.13,0.000000
61830,13.21,222.63,113.92,0.000000
61884,13.10,222.32,113.66,0.000000
61930,13.18,222.46,113.51,0.000000
61980,13.09,222.58,113.50,0.000000
62028,13.62,222.50,113.49,0.000000
62077,13.96,222.35,112.69,0.000000
62132,13.64,222.35,112.55,0.000000
62183,13.08,222.03,112.37,0.000000
62240,12.50,222.24,112.25,0.000000
62293,13.42,222.16,112.12,0.000000
62345,13.26,222.09,111.81,0.000000
62397,13.52,221.96,111.51,0.000000
62452,13.71,222.06,111.21,0.000000
62509,13.70,222.05,111.03,0.000000
62567,13.59,222.17,110.95,0.000000
62620,13.56,222.16,110.47,0.000000
62674,13.56,222.16,110.47,0.000000
62728,13.67,222.11,110.24,0.000000
62784,14.14,222.10,110.26,0.000000
62842,13.75,221.92,109.65,0.000000
62898,13.28,221.85,109.51,0.000000
62950,13.51,222.07,109.39,0.000000
63004,13.65,221.86,109.33,0.000000
63056,13.65,221.86,109.33,0.000000
63115,13.42,222.03,108.53,0.000000
63175,13.60,221.94,108.38,0.000000
63231,13.37,221.81,108.11,0.000000
63283,13.59,221.83,108.19,0.000000
63341,13.68,222.00,107.72,0.000000
63397,13.63,221.69,107.51,0.000000
63456,14.04,221.48,107.16,0.000000
63511,13.71,221.41,107.15,0.000000
63566,13.50,221.71,107.04,0.000000
63629,13.83,221.76,106.87,0.000000
63684,13.64,221.41,106.41,0.000000
63737,13.64,221.41,106.41,0.000000
63791,13.78,221.50,105.81,0.000000
63846,13.58,221.22,105.80,0.000000
63900,13.77,221.37,105.73,0.000000
63953,13.80,221.36,105.41,0.000000
64007,13.88,221.24,105.24,0.000000
64062,14.04,221.14,104.85,0.000000
64120,13.99,221.27,104.62,0.000000
64175,13.97,221.31,104.55,0.000000
64230,13.75,221.41,104.38,0.000000
64283,13.84,221.15,104.30,0.000000
64339,14.39,221.12,104.07,0.000000
64393,14.58,221.02,103.66,0.000000
64447,14.13,221.04,103.39,0.000000
64503,14.29,221.18,103.33,0.000000
64562,14.21,220.73,102.94,0.000000
64621,14.37,220.84,102.97,0.000000
64680,14.12,220.99,102.80,0.000000
64740,14.19,220.70,102.35,0.000000
64797,14.54,220.59,102.17,0.000000
64852,14.28,220.79,101.90,0.000000
64908,13.79,220.60,101.74,0.000000
64960,13.92,220.69,101.60,0.000000
65017,13.92,220.60,101.51,0.000000
65074,14.09,220.74,101.03,0.000000
65130,14.75,220.44,100.88,0.000000
65186,14.55,220.62,100.82,0.000000
65238,14.66,220.56,100.66,0.000000
65293,14.04,220.78,100.26,0.000000
65348,14.41,220.55,100.11,0.000000
65404,14.24,220.51,100.03,0.000000
65457,14.43,220.59,99.77,0.000000
65510,14.67,220.39,99.70,0.000000
65561,14.33,220.72,99.31,0.000000
65613,14.81,220.54,99.11,0.000000
65670,14.82,220.43,99.07,0.000000
65729,14.67,220.51,98.78,0.000000
65785,14.56,220.50,98.83,0.000000
65841,14.47,220.47,98.42,0.000000
65896,14.46,220.34,98.17,0.000000
65950,14.33,219.96,98.09,0.000000
66004,14.84,220.27,98.08,0.000000
66056,14.47,220.38,97.84,0.000000
66109,15.04,220.18,97.44,0.000000
66161,14.98,220.26,97.36,0.000000
66213,14.57,220.08,97.24,0.000000
66265,14.54,220.09,97.16,0.000000
66317,14.80,220.16,96.99,0.000000
66363,14.45,220.09,96.94,0.000000
66413,14.48,219.89,96.50,0.000000
66459,14.83,220.16,96.45,0.000000
66508,14.81,219.99,96.33,0.000000
66555,15.13,220.26,96.28,0.000000
66605,14.65,220.01,96.15,0.000000
66653,14.58,220.08,95.91,0.000000
66701,14.58,220.05,95.67,0.000000
66749,14.87,220.11,95.58,0.000000
66796,14.92,219.86,95.67,0.000000
66845,14.81,219.50,95.35,0.000000
66891,14.78,219.88,95.20,0.000000
66943,15.11,219.81,95.05,0.000000
66991,15.10,219.82,94.80,0.000000
67041,14.91,219.67,94.46,0.000000
67090,15.18,219.75,94.51,0.000000
67138,14.73,219.70,94.26,0.000000
67186,14.24,219.75,94.39,0.000000
67234,14.74,219.83,94.13,0.000000
67282,14.85,219.71,94.06,0.000000
67331,14.91,219.82,93.65,0.000000
67378,14.72,219.69,93.67,0.000000
67427,14.85,219.52,93.46,0.000000
67475,14.99,219.28,93.17,0.000000
67525,15.05,219.32,93.10,0.000000
67572,14.98,219.53,93.04,0.000000
67620,15.13,219.38,93.00,0.000000
67666,14.87,219.64,92.79,0.000000
67715,14.80,219.58,92.44,0.000000
67762,15.09,219.34,92.46,0.000000
67809,15.32,219.28,92.24,0.000000
67856,14.82,219.18,92.04,0.000000
67903,14.82,219.18,92.04,0.000000
67950,15.31,219.37,91.97,0.000000
68000,15.18,219.34,91.77,0.000000
68050,14.86,219.00,91.67,0.000000
68101,14.93,219.09,91.68,0.000000
68148,15.00,219.11,91.48,0.000000
68195,15.30,219.42,91.32,0.000000
68241,15.30,219.42,91.32,0.000000
68290,14.75,219.18,91.23,0.000000
68339,15.36,219.14,90.81,0.000000
68386,14.84,219.03,90.66,0.000000
68433,15.82,219.07,90.64,0.000000
68482,15.36,218.98,90.42,0.000000
68529,15.13,219.29,90.36,0.000000
68577,14.99,218.87,89.91,0.000000
68626,15.07,219.01,89.86,0.000000
68675,15.28,218.60,89.89,0.000000
68722,15.19,218.98,89.71,0.000000
68769,15.21,218.88,89.61,0.000000
68818,15.35,218.87,89.63,0.000000
68864,15.52,218.95,89.50,0.000000
68910,15.52,218.95,89.50,0.000000
68960,15.15,218.91,89.29,0.000000
69008,15.27,218.78,89.19,0.000000
69057,15.59,218.77,89.06,0.000000
69105,15.47,218.74,88.88,0.000000
69152,15.28,218.73,88.79,0.000000
69202,15.56,219.00,88.54,0.000000
69251,15.38,218.71,88.28,0.000000
69298,15.03,218.36,88.14,0.000000
69349,15.40,218.75,88.02,0.000000
69398,15.53,218.73,87.95,0.000000
69446,15.10,218.11,87.91,0.000000
69495,15.60,218.37,87.79,0.000000
69545,15.43,218.46,87.59,0.000000
69594,15.71,218.65,87.36,0.000000
69644,15.95,218.24,87.23,0.000000
69693,15.15,218.65,87.11,0.000000
69742,15.66,218.43,87.02,0.000000
69791,15.66,218.56,86.98,0.000000
69838,15.58,218.08,86.81,0.000000
69885,15.21,218.21,86.81,0.000000
69935,16.02,218.22,86.37,0.000000
69983,16.06,217.74,86.30,0.000000
70030,15.79,218.08,86.19,0.000000
70079,15.64,218.03,86.30,0.000000
70129,15.32,218.02,86.18,0.000000
70177,15.20,217.86,85.94,0.000000
70226,15.35,217.87,85.95,0.000000
70272,15.42,217.99,85.50,0.000000
70320,15.39,217.92,85.36,0.000000
70367,15.50,218.05,85.38,0.000000
70415,15.39,218.00,85.19,0.000000
70462,15.88,217.75,85.13,0.000000
70511,15.77,217.95,85.21,0.000000
70558,15.60,217.89,84.92,0.000000
70606,15.73,217.66,84.61,0.000000
70653,15.95,217.63,84.67,0.000000
70700,16.09,217.89,84.61,0.000000
70749,15.72,217.79,84.47,0.000000
70797,15.75,217.71,84.38,0.000000
70845,16.50,217.81,84.17,0.000000
70891,15.82,217.50,84.09,0.000000
70941,16.29,217.69,83.71,0.000000
70989,15.79,217.63,83.78,0.000000
71035,15.37,217.17,83.68,0.000000
71081,15.99,217.44,83.77,0.000000
71129,16.40,217.36,83.35,0.000000
71178,15.95,217.10,83.43,0.000000
71226,15.60,217.33,83.25,0.000000
71289,15.89,217.52,83.19,0.000000
71337,16.16,217.23,83.09,0.000000
71383,16.58,217.15,83.00,0.000000
71430,16.25,217.66,82.99,0.000000
71482,15.97,217.11,82.95,0.000000
71530,16.53,217.10,82.52,0.000000
71583,16.34,216.84,82.56,0.000000
71636,16.38,217.28,82.41,0.000000
71690,16.35,217.08,82.36,0.000000
71741,16.48,216.65,82.18,0.000000
71795,16.64,217.04,82.10,0.000000
71847,16.67,216.70,81.84,0.000000
71900,16.80,216.95,81.81,0.000000
71952,16.45,217.11,81.66,0.000000
72004,16.12,216.85,81.66,0.000000
72056,16.72,216.97,81.57,0.000000
72106,16.11,216.87,81.24,0.000000
72160,16.99,216.87,81.16,0.000000
72214,16.91,216.64,81.24,0.000000
72268,16.55,216.67,81.08,0.000000
72319,17.20,216.38,80.89,0.000000
72369,16.59,216.73,80.57,0.000000
72421,16.29,216.41,80.57,0.000000
72475,16.49,216.38,80.46,0.000000
72529,16.32,216.48,80.38,0.000000
72582,16.84,216.46,80.43,0.000000
72632,16.65,216.33,80.34,0.000000
72685,16.63,216.27,79.95,0.000000
72738,16.44,216.18,80.14,0.000000
72791,16.88,215.77,79.93,0.000000
72843,17.14,216.29,79.95,0.000000
72897,16.58,216.56,80.01,0.000000
72960,17.60,216.08,79.69,0.000000
73015,16.78,216.30,79.83,0.000000
73069,16.78,216.30,79.83,0.000000
73121,17.77,216.23,79.97,0.000000
73175,17.19,216.26,79.57,0.000000
73228,16.71,216.06,79.21,0.000000
73283,16.56,216.20,79.06,0.000000
73337,17.08,215.64,79.08,0.000000
73391,16.78,216.16,78.85,0.000000
73445,16.65,216.26,78.75,0.000000
73508,16.90,216.01,78.69,0.000000
73561,16.71,215.94,78.54,0.000000
73613,16.57,215.86,78.44,0.000000
73667,16.70,215.90,78.22,0.000000
73720,16.98,216.08,78.10,0.000000
73776,16.86,215.74,78.00,0.000000
