time_s,H,S,V
28.929,135.63,37.42,15.77
28.983,148.82,38.18,15.79
29.038,147.01,37.63,15.83
29.092,138.42,37.63,15.80
29.142,140.00,37.42,15.78
29.193,146.50,37.59,15.78
29.244,155.03,38.44,15.79
29.296,159.30,37.13,15.73
29.346,154.59,37.87,15.78
29.397,152.68,37.03,15.70
29.454,148.86,38.23,15.81
29.507,147.73,38.09,15.75
29.558,146.59,37.55,15.76
29.615,137.28,37.52,15.77
29.677,144.18,36.72,15.73
29.738,145.43,37.03,15.71
29.828,141.34,37.13,15.75
29.896,155.96,37.47,15.76
30.033,148.88,37.07,15.77
30.090,156.66,37.47,15.74
30.150,156.24,36.51,15.68
30.208,141.96,36.29,15.67
30.267,151.04,36.47,15.66
30.319,147.18,37.22,15.68
30.378,146.87,36.17,15.66
30.427,144.96,36.86,15.70
30.480,156.75,37.57,15.69
30.530,148.62,37.41,15.70
30.586,150.52,37.40,15.76
30.637,148.35,36.94,15.73
30.686,144.16,36.23,15.70
30.736,145.55,36.69,15.79
30.785,141.78,36.38,15.74
30.839,145.03,36.85,15.73
30.888,151.55,36.97,15.76
30.937,145.34,36.90,15.73
30.987,137.48,36.10,15.74
31.035,144.96,35.62,15.71
31.086,142.42,36.41,15.69
31.137,139.61,35.69,15.72
31.187,145.46,36.10,15.72
31.243,138.60,36.23,15.71
31.296,142.18,36.35,15.70
31.345,144.37,35.98,15.71
31.394,140.28,35.00,15.72
31.446,143.83,36.17,15.69
31.496,142.50,36.03,15.70
31.549,138.73,35.28,15.66
31.601,154.30,35.93,15.69
31.651,146.16,36.39,15.69
31.699,150.18,35.94,15.68
31.751,147.15,35.19,15.67
31.801,156.25,36.54,15.71
31.851,147.65,35.95,15.69
31.898,154.02,36.07,15.70
31.946,154.86,36.10,15.65
31.996,156.07,35.97,15.63
32.044,153.29,35.15,15.66
32.092,140.89,35.74,15.65
32.139,145.71,34.74,15.56
32.189,146.49,36.23,15.64
32.237,148.37,35.98,15.61
32.290,148.37,35.98,15.61
32.338,147.42,35.07,15.59
32.390,157.11,35.62,15.61
32.437,151.44,36.44,15.64
32.485,151.36,35.19,15.57
32.534,158.97,36.57,15.57
32.583,157.76,36.11,15.61
32.633,157.76,36.11,15.61
32.687,146.34,34.48,15.56
32.737,149.85,34.83,15.56
32.786,148.62,35.12,15.56
32.835,149.65,35.35,15.59
32.885,160.17,35.35,15.54
32.937,148.28,34.54,15.53
32.985,148.28,34.54,15.53
33.034,146.03,34.47,15.52
33.085,151.07,34.74,15.49
33.134,152.81,35.70,15.54
33.186,149.32,34.96,15.57
33.237,150.73,35.44,15.53
33.285,147.96,35.44,15.55
33.335,151.04,35.79,15.53
33.384,145.31,33.70,15.47
33.435,154.82,34.84,15.54
33.482,153.45,34.80,15.51
33.533,147.36,34.89,15.53
33.583,150.71,34.49,15.51
33.637,145.30,35.84,15.55
33.686,145.49,34.72,15.53
33.738,144.46,34.85,15.56
33.787,165.18,34.54,15.51
33.834,161.90,34.28,15.54
33.885,150.14,33.56,15.48
33.936,149.90,34.22,15.51
33.987,150.23,33.51,15.48
34.034,152.77,34.90,15.55
34.083,151.50,35.35,15.60
34.131,142.49,35.61,15.56
34.184,152.00,34.52,15.47
34.233,149.23,34.16,15.51
34.279,141.15,33.39,15.47
34.334,151.68,35.02,15.51
34.382,149.84,34.18,15.50
34.434,153.80,34.29,15.43
34.486,157.48,34.61,15.52
34.539,153.38,33.07,15.45
34.590,145.07,35.19,15.56
34.640,146.30,33.30,15.52
34.691,152.94,35.00,15.47
34.742,150.09,35.15,15.51
34.796,154.28,33.51,15.46
34.847,154.89,33.43,15.47
34.895,154.90,33.40,15.47
34.945,144.80,34.81,15.49
34.994,154.82,33.68,15.51
35.046,156.21,34.13,15.48
35.097,150.61,33.95,15.48
35.152,151.25,34.03,15.45
35.204,144.89,34.49,15.45
35.254,147.18,34.44,15.46
35.304,150.21,33.16,15.42
35.356,155.97,33.69,15.44
35.407,144.22,33.46,15.45
35.459,152.28,33.92,15.45
35.510,147.81,33.88,15.49
35.560,151.63,32.85,15.42
35.613,147.79,33.23,15.45
35.664,147.90,33.27,15.46
35.716,151.96,34.46,15.44
35.768,144.87,34.33,15.49
35.819,150.00,34.37,15.50
35.868,142.19,33.25,15.47
35.919,146.08,33.43,15.44
35.969,157.28,35.07,15.50
36.019,144.55,34.63,15.51
36.072,145.21,32.92,15.46
36.126,135.08,33.86,15.49
36.184,142.04,33.17,15.48
36.238,140.83,34.27,15.45
36.290,138.33,34.89,15.51
36.340,139.41,36.02,15.57
36.391,138.67,33.77,15.50
36.441,148.09,34.44,15.53
36.493,141.68,34.46,15.53
36.545,144.02,33.86,15.53
36.598,135.22,35.15,15.56
36.649,133.99,32.49,15.44
36.700,142.04,33.46,15.47
36.748,147.62,33.64,15.47
36.800,145.53,33.36,15.51
36.853,145.95,34.17,15.49
36.907,136.41,33.46,15.47
36.957,148.73,33.12,15.47
37.011,138.55,33.33,15.49
37.067,133.78,34.03,15.48
37.119,138.66,33.65,15.55
37.172,128.62,32.51,15.46
37.225,133.42,32.12,15.49
37.278,129.59,33.08,15.48
37.328,138.08,32.89,15.51
37.377,127.06,33.40,15.55
37.430,137.21,33.41,15.56
37.484,129.62,35.13,15.59
37.533,127.88,33.95,15.59
37.587,125.95,33.84,15.63
37.637,128.36,33.96,15.54
37.689,115.01,33.38,15.54
37.741,114.94,33.93,15.59
37.793,130.08,33.39,15.57
37.847,130.80,32.31,15.53
37.896,119.83,32.63,15.59
37.950,139.11,33.83,15.60
38.000,120.43,33.01,15.57
38.056,121.31,33.62,15.58
38.109,132.78,33.99,15.60
38.160,132.78,33.99,15.60
38.210,116.94,33.69,15.59
38.263,123.66,33.26,15.49
38.315,117.71,34.28,15.58
38.367,118.22,34.18,15.65
38.420,123.90,34.55,15.58
38.472,114.55,33.11,15.58
38.526,120.16,33.61,15.58
38.577,111.92,34.27,15.65
38.629,114.39,34.07,15.63
38.683,125.81,33.88,15.55
38.733,117.28,34.29,15.61
38.784,120.22,33.78,15.58
38.841,126.33,34.76,15.64
38.889,117.47,33.35,15.60
38.939,113.69,33.21,15.57
38.988,114.98,33.27,15.62
39.037,115.16,32.49,15.55
39.088,123.88,32.73,15.52
39.135,121.35,33.77,15.54
39.183,112.58,33.96,15.56
39.234,117.48,33.87,15.55
39.289,116.07,34.29,15.56
39.353,111.35,33.93,15.58
39.410,109.87,34.76,15.65
39.466,109.35,33.37,15.52
39.527,107.11,34.95,15.60
39.578,110.46,33.93,15.59
39.631,118.71,35.06,15.64
39.682,115.02,35.01,15.63
39.735,109.12,34.98,15.64
39.788,102.90,35.34,15.64
39.840,105.11,35.61,15.61
39.889,114.45,34.23,15.54
39.941,119.58,33.71,15.63
40.028,108.99,35.51,15.64
40.120,117.52,33.91,15.58
40.197,108.85,34.81,15.61
40.278,111.16,34.51,15.60
40.356,104.24,35.71,15.63
40.435,103.99,35.39,15.69
40.514,110.63,35.52,15.62
40.592,96.99,34.84,15.61
40.668,103.66,36.11,15.67
40.748,95.88,35.24,15.63
40.825,107.66,34.51,15.59
40.889,105.76,34.73,15.60
40.968,108.83,33.09,15.55
41.032,105.12,35.31,15.59
41.108,98.83,35.26,15.67
41.185,107.89,34.19,15.63
41.262,107.88,33.30,15.65
