time_s,H,S,V
0.040,189.37,10.44,70.85
0.097,188.57,10.46,70.78
0.149,188.71,10.41,70.80
0.198,189.09,10.46,70.85
0.251,188.67,10.39,70.81
0.301,188.85,10.42,70.84
0.355,188.54,10.38,70.79
0.405,188.67,10.40,70.83
0.457,189.05,10.38,70.80
0.505,189.18,10.49,70.86
0.556,188.80,10.42,70.80
0.604,189.31,10.42,70.81
0.662,188.51,10.39,70.83
0.715,189.13,10.39,70.82
0.766,188.85,10.40,70.83
0.818,188.65,10.39,70.80
0.868,188.86,10.36,70.78
0.923,188.55,10.35,70.78
0.975,187.54,10.39,70.78
1.027,188.81,10.36,70.80
1.077,188.74,10.39,70.81
1.127,188.89,10.44,70.82
1.179,188.67,10.42,70.83
1.239,187.87,10.40,70.79
1.293,188.62,10.39,70.79
1.345,188.24,10.39,70.81
1.394,188.56,10.36,70.80
1.446,189.23,10.39,70.83
1.498,188.69,10.41,70.85
1.549,188.94,10.45,70.83
1.601,188.84,10.39,70.81
1.652,188.46,10.42,70.79
1.702,188.44,10.36,70.77
1.752,188.72,10.28,70.77
1.803,188.69,10.45,70.84
1.856,189.12,10.44,70.82
1.907,189.18,10.45,70.84
1.959,188.89,10.39,70.81
2.010,189.12,10.45,70.85
2.060,188.71,10.42,70.81
2.114,188.91,10.44,70.83
2.161,188.79,10.41,70.82
2.215,187.77,10.39,70.77
2.265,189.39,10.43,70.83
2.317,188.46,10.42,70.86
2.366,188.26,10.37,70.80
2.417,188.26,10.37,70.80
2.470,188.23,10.36,70.80
2.523,188.65,10.38,70.79
2.575,189.18,10.44,70.85
2.625,188.69,10.44,70.83
2.680,188.76,10.33,70.82
2.732,189.01,10.40,70.82
2.784,188.72,10.38,70.81
2.835,188.87,10.31,70.78
2.886,188.40,10.36,70.80
2.935,189.75,10.45,70.86
2.987,188.48,10.34,70.81
3.043,189.30,10.46,70.88
3.096,188.69,10.41,70.82
3.150,188.88,10.43,70.82
3.201,188.13,10.43,70.81
3.251,188.53,10.44,70.82
3.300,188.45,10.46,70.84
3.353,188.63,10.35,70.78
3.401,188.63,10.35,70.78
3.453,188.42,10.33,70.79
3.504,188.12,10.41,70.84
3.566,188.19,10.31,70.80
3.619,188.77,10.48,70.83
3.669,188.46,10.40,70.79
3.720,188.60,10.44,70.84
3.771,188.60,10.44,70.84
3.821,188.93,10.35,70.78
3.872,188.23,10.33,70.80
3.924,188.09,10.38,70.81
3.976,189.02,10.32,70.79
4.027,188.60,10.37,70.80
4.078,188.60,10.37,70.78
4.132,189.51,10.47,70.83
4.188,188.81,10.38,70.81
4.243,188.97,10.40,70.81
