time_s,H,S,V
13.993,127.87,11.72,59.26
14.043,128.32,11.70,59.22
14.096,129.07,11.71,59.27
14.144,129.07,11.71,59.27
14.196,127.25,11.72,59.26
14.245,128.11,11.62,59.22
14.295,125.72,11.53,59.24
14.344,127.78,11.53,59.20
14.396,125.87,11.64,59.24
14.450,126.75,11.68,59.23
14.503,129.36,11.68,59.26
14.552,127.69,11.69,59.26
14.604,128.81,11.65,59.22
14.654,125.70,11.67,59.27
14.702,126.29,11.44,59.22
14.751,126.41,11.77,59.25
14.801,126.93,11.70,59.29
14.854,127.33,11.67,59.27
14.906,127.91,11.60,59.23
14.961,126.46,11.64,59.23
15.013,126.39,11.64,59.24
15.064,127.72,11.54,59.20
15.115,126.98,11.55,59.24
15.168,127.31,11.58,59.22
15.218,127.79,11.74,59.25
15.268,127.20,11.67,59.25
15.322,127.25,11.53,59.23
15.375,128.59,11.67,59.23
15.428,125.23,11.57,59.24
15.478,127.15,11.52,59.17
15.531,127.21,11.66,59.25
15.580,128.63,11.60,59.22
15.633,127.46,11.71,59.21
15.686,125.26,11.63,59.24
15.737,125.82,11.64,59.21
15.789,127.92,11.66,59.18
15.841,127.07,11.56,59.21
15.893,127.07,11.56,59.21
15.946,127.78,11.58,59.22
16.001,126.71,11.62,59.27
16.055,127.64,11.70,59.21
16.110,124.83,11.62,59.20
16.163,128.18,11.66,59.26
16.216,127.12,11.72,59.20
16.270,126.93,11.55,59.22
16.326,126.19,11.60,59.19
16.376,127.25,11.70,59.22
16.429,128.07,11.52,59.24
16.484,127.77,11.56,59.20
16.539,126.57,11.70,59.22
16.597,126.61,11.58,59.23
16.649,127.01,11.59,59.15
16.702,124.63,11.52,59.22
16.755,126.63,11.55,59.19
16.811,126.22,11.63,59.18
16.861,125.29,11.64,59.23
16.912,126.02,11.70,59.21
16.965,126.50,11.77,59.19
17.019,126.63,11.71,59.20
17.072,125.35,11.52,59.17
17.127,125.07,11.68,59.26
17.180,126.86,11.56,59.20
17.237,127.01,11.61,59.21
17.289,125.65,11.60,59.22
17.340,127.51,11.67,59.20
17.392,125.49,11.66,59.19
17.444,125.46,11.50,59.21
17.500,125.91,11.71,59.18
17.558,126.44,11.67,59.22
17.611,125.83,11.49,59.19
17.666,127.53,11.89,59.23
17.719,125.80,11.57,59.20
17.769,125.95,11.69,59.21
17.826,128.58,11.75,59.22
17.876,126.60,11.51,59.16
17.930,127.03,11.63,59.17
17.983,126.03,11.80,59.21
18.037,126.83,11.63,59.21
18.090,126.99,11.71,59.22
18.144,126.33,11.59,59.21
18.198,125.64,11.51,59.14
18.252,125.58,11.73,59.22
18.302,125.29,11.65,59.21
18.356,128.23,11.67,59.18
18.414,125.01,11.58,59.18
18.468,125.49,11.59,59.19
18.526,125.60,11.83,59.21
18.585,126.21,11.75,59.20
18.638,127.20,11.66,59.18
18.690,125.55,11.79,59.16
18.743,124.55,11.66,59.16
18.795,126.42,11.77,59.19
18.845,124.39,11.71,59.19
18.896,124.76,11.61,59.15
18.949,124.73,11.53,59.14
19.002,123.87,11.78,59.17
19.063,125.68,11.78,59.16
19.118,123.59,11.71,59.13
19.172,124.51,11.73,59.17
19.228,124.50,11.63,59.11
19.283,124.68,11.63,59.16
19.334,124.68,11.63,59.16
19.388,123.77,11.63,59.16
19.446,123.04,11.76,59.19
19.501,123.78,11.71,59.15
19.556,124.94,11.71,59.14
19.608,123.36,11.75,59.21
19.659,123.36,11.84,59.18
19.710,123.95,11.73,59.12
19.760,122.79,11.69,59.14
19.810,124.13,11.68,59.14
19.860,123.64,11.68,59.16
19.909,123.02,11.66,59.11
19.958,123.12,11.81,59.14
20.009,123.93,11.82,59.14
20.060,124.33,11.83,59.13
20.113,124.35,11.65,59.12
20.168,122.07,11.90,59.18
20.224,121.94,11.70,59.12
20.278,124.21,11.96,59.14
20.326,121.04,11.95,59.16
20.377,123.89,11.67,59.12
20.429,123.42,11.96,59.15
20.481,123.67,11.75,59.11
20.535,123.51,11.82,59.11
20.585,121.71,11.89,59.15
20.630,122.41,11.87,59.11
20.677,122.41,11.87,59.11
20.724,122.29,11.74,59.13
20.775,122.77,11.83,59.15
20.824,120.83,11.98,59.16
20.878,120.06,11.90,59.16
20.934,121.82,11.89,59.12
20.989,121.73,12.09,59.18
21.041,119.22,11.87,59.14
21.094,120.58,11.92,59.10
21.148,120.18,11.91,59.13
21.198,119.67,12.00,59.11
21.252,120.67,11.88,59.07
21.304,119.83,11.89,59.14
21.354,120.02,11.86,59.10
21.406,119.05,12.10,59.17
21.457,118.52,11.96,59.13
21.506,119.69,11.99,59.11
21.556,117.98,12.09,59.09
21.610,117.98,11.92,59.10
21.660,118.19,12.07,59.09
21.712,116.64,12.23,59.14
21.762,116.91,12.02,59.07
21.813,116.81,12.16,59.10
21.865,117.07,12.09,59.09
21.922,115.98,12.08,59.00
21.976,116.71,12.15,59.07
22.027,116.94,12.35,59.11
22.078,114.22,12.36,59.04
22.130,114.39,12.24,59.04
22.180,114.51,12.24,59.03
22.229,113.18,12.30,59.01
22.280,112.39,12.30,59.06
22.331,113.00,12.30,58.98
22.384,112.88,12.51,59.04
22.435,112.37,12.21,59.00
22.488,112.25,12.41,58.99
22.539,111.10,12.62,59.06
22.594,110.06,12.47,58.96
22.648,109.93,12.56,58.94
22.697,110.43,12.65,59.01
22.751,109.41,12.65,58.96
22.803,109.00,12.84,58.98
22.856,105.97,12.81,58.94
22.910,106.09,12.87,58.88
22.964,105.53,12.97,58.91
23.016,106.58,13.10,58.93
23.068,104.64,13.39,58.91
23.123,102.29,13.32,58.90
23.174,103.08,13.32,58.86
23.225,102.38,13.26,58.88
23.277,101.57,13.44,58.88
23.328,100.13,13.83,58.82
23.381,98.55,13.80,58.82
23.432,98.56,13.73,58.79
23.484,98.15,13.99,58.77
23.537,96.49,14.14,58.82
23.590,96.43,14.16,58.77
23.640,94.11,14.40,58.68
23.693,92.94,14.73,58.73
23.747,91.47,14.88,58.66
23.800,90.97,15.06,58.70
23.853,90.97,15.06,58.70
23.905,86.61,16.07,58.54
23.959,85.52,16.42,58.57
24.013,84.08,16.66,58.48
24.065,83.02,17.11,58.50
24.119,80.07,18.22,58.40
24.173,85.07,17.62,58.41
24.229,81.49,18.64,58.31
24.281,81.97,18.16,58.22
24.332,80.51,18.72,58.12
24.383,79.52,19.18,58.14
24.435,75.69,20.57,57.87
24.486,75.40,20.20,57.73
24.536,72.96,21.22,57.64
24.586,70.38,22.40,57.55
24.634,69.38,23.68,57.42
24.685,66.53,26.35,57.25
24.736,65.86,27.93,57.13
24.788,64.86,33.37,56.76
24.839,63.09,35.66,56.73
24.891,62.66,37.95,56.69
24.944,58.72,48.41,56.84
24.996,57.33,53.43,56.90
25.048,56.70,55.81,56.95
25.096,56.22,58.14,56.98
25.149,55.70,60.43,56.93
25.200,55.70,60.43,56.93
25.254,53.57,68.50,57.15
25.304,53.11,70.32,57.12
25.356,52.71,71.90,57.12
25.412,52.23,73.79,57.23
25.467,51.70,76.64,57.12
25.519,50.59,81.04,57.20
25.570,50.12,82.20,57.23
25.621,49.84,83.37,57.10
25.673,49.50,84.41,57.19
25.726,49.15,85.59,57.18
25.778,49.05,86.60,57.05
25.829,47.84,89.49,57.11
25.887,47.57,90.20,57.01
25.941,47.42,90.94,56.91
25.993,47.07,91.38,56.89
26.045,45.91,92.73,56.76
26.108,45.57,92.99,56.77
26.163,45.19,93.27,56.73
26.233,44.88,93.50,56.64
26.291,43.90,94.22,56.51
26.358,43.60,94.40,56.37
26.415,43.34,94.52,56.27
26.479,43.01,94.70,56.32
26.536,42.15,95.12,56.02
26.600,41.80,95.21,55.99
26.657,41.54,95.38,55.91
26.722,41.25,95.42,55.83
26.780,40.11,95.67,55.76
26.846,39.91,95.79,55.62
26.904,39.68,95.80,55.59
26.968,38.54,96.02,55.39
27.026,38.39,96.03,55.27
27.085,38.00,96.06,55.30
27.142,37.76,96.13,55.20
27.198,36.71,96.18,55.00
27.256,36.44,96.27,55.01
27.310,36.23,96.29,54.88
27.366,35.91,96.29,54.84
27.418,34.96,96.36,54.65
27.473,34.80,96.36,54.43
27.524,34.57,96.42,54.50
27.582,34.40,96.44,54.40
27.637,34.18,96.47,54.27
27.688,33.89,96.48,54.33
27.743,33.00,96.60,54.08
27.796,32.81,96.58,53.98
27.850,32.50,96.60,54.04
27.901,32.26,96.60,53.90
27.956,32.11,96.61,53.93
28.012,31.24,96.69,53.70
28.066,31.06,96.71,53.60
28.121,30.82,96.70,53.69
28.197,30.63,96.73,53.53
28.253,29.94,96.76,53.24
28.304,29.70,96.77,53.25
28.358,29.62,96.80,53.15
28.413,29.34,96.78,53.13
28.464,28.74,96.83,52.81
28.520,28.57,96.84,52.76
28.571,28.45,96.84,52.73
28.624,28.45,96.84,52.73
28.678,27.99,96.89,52.59
28.733,27.75,96.69,54.17
28.788,27.78,96.75,54.09
28.844,27.83,96.72,54.19
28.899,27.41,96.73,54.17
28.954,26.86,96.66,53.97
29.004,27.22,96.56,55.69
29.055,27.06,96.57,55.66
29.108,26.89,96.58,55.56
29.162,27.08,96.43,57.32
29.216,26.99,96.47,57.20
29.269,26.93,96.24,58.82
29.323,26.70,96.29,58.76
29.377,26.61,96.30,58.63
29.430,26.45,96.31,58.60
29.485,26.36,96.29,58.43
29.537,26.11,96.32,58.44
29.589,26.40,96.42,57.93
29.639,26.40,96.42,57.93
29.693,25.87,96.43,57.84
29.746,25.83,96.40,57.52
29.799,25.19,96.42,57.39
29.851,24.93,96.41,57.31
29.900,24.71,96.54,57.24
29.946,24.63,96.52,57.11
29.999,24.63,96.52,57.11
30.052,24.19,96.54,56.83
30.102,24.26,96.50,56.79
30.152,24.10,96.47,56.67
30.199,23.85,96.50,56.62
30.248,23.63,96.50,56.49
30.296,23.50,96.49,56.32
30.343,23.58,96.47,56.14
30.390,23.06,96.53,56.05
30.438,23.35,96.55,55.93
30.486,23.17,96.53,55.96
30.536,23.17,96.53,55.94
30.585,23.26,96.51,55.80
30.635,23.10,96.49,55.75
30.686,22.10,96.45,55.49
30.736,21.98,96.45,55.41
30.788,21.95,96.46,55.33
30.839,22.74,96.46,55.21
30.891,22.62,96.42,55.17
30.944,21.89,96.45,55.11
30.995,21.32,96.46,54.77
31.048,21.69,96.45,54.64
31.100,21.72,96.46,54.63
31.150,21.43,96.43,54.62
31.204,21.37,96.49,54.54
31.252,20.88,96.45,54.42
31.306,20.87,96.44,54.21
31.357,20.36,96.39,54.08
31.409,20.30,96.41,54.02
31.461,20.32,96.40,53.93
31.513,20.36,96.37,53.61
31.565,20.27,96.35,53.50
31.619,20.20,96.38,53.42
31.674,20.11,96.38,53.40
31.726,20.04,96.35,53.35
31.780,19.51,96.38,53.25
31.833,19.58,96.34,53.03
31.886,19.05,96.33,52.97
31.938,18.99,96.33,52.87
31.988,19.38,96.38,52.84
32.040,19.41,96.32,52.75
32.089,19.37,96.36,52.68
32.139,18.96,96.33,52.50
32.188,18.95,96.33,52.28
32.237,18.82,96.34,52.31
32.288,18.66,96.29,52.18
32.339,18.44,96.30,52.08
32.391,17.94,96.22,51.86
32.443,17.87,96.23,51.83
32.497,17.81,96.24,51.73
32.547,17.77,96.24,51.62
32.598,18.46,96.24,51.56
32.649,17.99,96.22,51.46
32.698,17.44,96.18,51.14
32.749,17.34,96.21,51.03
32.800,17.27,96.17,51.03
32.852,17.21,96.19,50.96
32.903,17.26,96.17,50.85
32.956,17.17,96.14,50.53
33.006,16.93,96.17,50.50
33.060,16.77,96.13,50.46
33.113,16.90,96.13,50.33
33.163,16.97,96.11,50.29
33.216,16.98,96.07,50.14
33.266,16.47,96.09,49.84
33.317,16.79,96.12,49.80
33.370,16.48,96.02,49.64
33.423,16.71,96.07,49.64
33.477,16.80,96.07,49.52
33.530,16.05,96.00,49.30
33.584,17.10,95.95,49.23
33.633,16.31,96.00,49.18
33.686,16.09,96.01,49.11
33.739,16.67,95.97,48.82
33.805,15.99,95.98,48.69
33.856,16.18,95.95,48.60
33.907,15.70,95.92,48.56
33.959,15.72,95.92,48.51
34.012,16.16,95.85,48.31
34.064,15.41,95.87,48.14
34.116,15.38,95.86,48.07
34.163,15.50,95.94,47.99
34.209,15.47,95.86,47.93
34.256,15.38,95.87,47.72
34.305,15.17,95.83,47.66
34.352,15.38,95.83,47.50
34.408,15.93,95.77,47.50
34.463,15.82,95.82,47.32
34.517,15.94,95.86,47.31
34.574,15.52,95.83,47.35
34.628,15.68,95.87,47.22
34.680,16.06,95.75,46.78
34.734,15.23,95.75,46.74
34.786,15.58,95.71,46.57
34.841,15.58,95.71,46.57
34.894,15.14,95.70,46.31
34.946,15.69,95.66,46.24
34.999,15.14,95.68,46.14
35.053,15.73,95.63,45.98
35.109,15.64,95.64,45.92
35.161,15.24,95.60,45.73
35.213,15.34,95.62,45.58
35.266,16.19,95.55,45.61
35.320,15.87,95.53,45.51
35.373,15.93,95.54,45.43
35.431,15.72,95.57,45.33
35.499,15.67,95.50,45.07
35.560,16.05,95.54,44.98
35.625,15.24,95.38,44.62
35.684,15.12,95.46,44.62
35.750,15.68,95.36,44.57
35.808,15.43,95.30,44.42
35.860,15.11,95.25,44.24
35.926,14.74,95.25,44.23
35.985,14.89,95.33,43.99
36.053,15.40,95.38,44.00
36.109,15.18,95.27,43.65
36.175,15.65,95.27,43.64
36.231,15.00,95.24,43.52
36.282,14.66,95.19,43.21
36.337,14.72,95.12,43.14
36.406,14.87,95.22,43.10
36.463,14.52,95.19,43.04
36.533,15.36,95.18,43.00
36.588,15.89,95.15,42.72
36.644,15.39,95.09,42.70
36.699,15.34,95.13,42.64
36.749,16.00,95.08,42.37
36.809,16.31,95.12,42.20
36.859,15.56,95.06,42.22
36.912,15.16,95.11,42.18
36.976,15.17,94.99,42.03
37.042,15.52,95.01,41.95
37.100,15.11,95.04,41.74
37.154,16.21,94.94,41.68
37.204,15.27,94.94,41.72
37.254,14.80,94.98,41.38
37.309,15.11,94.93,41.31
37.361,14.96,94.86,41.23
37.414,15.29,94.85,41.15
37.470,14.82,94.88,41.15
37.520,15.67,94.94,40.98
37.576,16.73,94.89,40.85
37.632,15.14,94.69,40.60
37.685,15.49,94.74,40.53
37.739,15.69,94.72,40.53
37.790,14.64,94.76,40.59
37.842,14.56,94.68,40.24
37.896,15.95,94.79,40.21
37.948,15.45,94.70,40.12
38.002,14.70,94.65,40.04
38.055,14.85,94.65,40.07
38.106,15.41,94.70,39.78
38.158,15.03,94.46,39.69
38.208,14.68,94.58,39.65
38.259,14.58,94.59,39.58
38.310,14.76,94.53,39.38
38.360,13.97,94.54,39.42
38.415,14.65,94.50,39.31
38.470,14.69,94.33,39.10
38.521,14.58,94.43,39.04
38.574,14.77,94.47,39.05
38.626,14.32,94.54,39.04
38.680,15.33,94.29,38.74
38.732,14.69,94.46,38.75
38.783,14.55,94.43,38.56
38.834,15.49,94.31,38.61
38.885,14.77,94.35,38.37
38.934,15.99,94.23,38.20
38.981,14.74,94.29,38.27
39.032,14.14,94.21,38.16
39.083,16.06,94.25,38.04
39.132,14.89,94.32,37.98
39.179,15.51,94.18,37.97
39.229,15.61,94.02,37.66
39.279,15.47,94.35,37.70
39.326,15.83,94.21,37.64
39.377,15.40,94.20,37.63
39.423,15.60,94.19,37.54
39.470,15.54,94.26,37.50
39.517,15.68,94.13,37.44
39.569,14.39,94.27,37.39
39.623,15.25,94.10,37.14
39.670,15.53,94.10,37.15
39.718,15.33,94.05,37.05
39.770,13.94,94.09,37.01
39.823,15.53,94.00,36.89
39.875,15.13,94.23,36.90
39.925,18.36,93.98,36.60
39.979,18.36,93.98,36.60
40.029,15.19,93.94,36.48
40.081,14.40,93.90,36.30
40.132,15.05,93.89,36.36
40.184,15.35,93.99,36.17
40.235,16.62,93.70,36.05
40.289,15.61,93.86,36.01
40.338,15.61,93.86,36.01
40.389,13.91,93.85,35.74
40.439,17.54,93.74,35.68
40.492,15.76,93.71,35.67
40.544,16.70,93.62,35.55
40.595,17.03,93.78,35.59
40.648,17.19,93.71,35.49
40.700,17.31,93.71,35.30
40.749,17.07,93.61,35.13
40.798,16.72,93.65,35.18
40.847,17.08,93.53,35.03
40.898,15.84,93.66,35.11
40.948,15.86,93.53,35.04
41.000,17.59,93.44,34.89
41.052,16.78,93.50,34.82
41.105,19.58,93.68,34.72
41.157,18.40,93.40,34.56
41.210,17.39,93.20,34.36
41.259,17.61,93.38,34.40
41.309,18.10,93.37,34.31
41.361,18.14,93.21,34.29
41.413,17.25,93.23,34.20
41.466,18.94,93.32,34.24
41.519,17.44,93.25,34.06
41.569,18.11,93.11,33.84
41.619,19.57,93.21,34.00
41.673,18.07,93.29,33.83
41.724,17.00,93.11,33.81
41.779,18.38,93.17,33.76
41.833,18.03,92.98,33.46
41.884,18.80,92.85,33.39
41.935,16.80,92.93,33.45
41.986,18.50,92.91,33.36
42.039,19.53,92.99,33.25
42.089,20.67,92.96,33.30
42.138,19.76,93.03,32.95
42.187,17.96,92.80,32.97
42.239,18.41,92.84,33.11
42.287,19.56,92.79,32.93
42.336,21.59,92.72,32.79
42.388,20.38,92.81,32.81
42.439,22.86,92.80,32.67
42.486,19.35,92.62,32.58
42.536,21.89,92.66,32.52
42.586,21.15,92.67,32.44
42.638,19.74,92.78,32.39
42.689,18.71,92.77,32.32
42.741,20.30,92.72,32.16
42.791,20.55,92.61,32.08
42.843,22.83,92.61,32.04
42.895,21.17,92.71,31.98
42.947,22.29,92.35,31.96
42.999,19.10,92.60,31.99
43.051,20.64,92.52,31.75
43.104,21.62,92.50,31.61
43.156,21.39,92.43,31.71
43.208,22.71,92.57,31.64
43.260,23.24,92.60,31.31
43.312,22.20,92.66,31.40
43.363,22.23,92.64,31.29
43.413,22.23,92.64,31.29
43.464,21.86,92.52,31.23
43.516,21.19,92.32,31.29
43.566,21.97,92.53,31.02
43.619,21.98,92.45,30.94
43.671,20.29,92.34,30.84
43.724,22.28,92.36,30.79
43.779,22.18,92.42,30.79
43.832,23.73,92.24,30.63
43.884,22.18,92.18,30.53
43.938,23.76,92.20,30.52
43.992,23.48,92.22,30.47
44.045,23.46,92.06,30.31
44.097,23.35,92.19,30.38
44.147,24.08,92.09,30.37
44.199,22.97,91.95,30.30
44.250,24.82,92.09,30.13
44.299,25.41,92.02,30.18
44.350,22.08,92.19,30.16
44.403,25.85,91.73,29.94
44.454,23.94,91.94,29.88
44.507,25.64,91.79,29.94
44.558,25.92,92.06,29.90
44.613,24.64,91.92,29.82
44.667,26.09,91.88,29.80
44.721,26.55,91.90,29.52
44.772,24.64,91.84,29.57
44.828,24.64,91.84,29.57
44.888,25.22,91.87,29.41
44.944,25.34,91.69,29.36
45.003,26.02,91.62,29.27
45.070,26.52,91.84,29.28
45.126,23.86,91.76,29.04
45.191,24.99,91.79,29.12
45.248,24.03,91.59,28.97
45.308,26.17,91.54,28.99
45.359,25.62,91.53,28.91
45.432,25.60,91.59,28.95
45.484,25.60,91.59,28.95
45.539,29.60,91.48,28.81
45.607,26.86,91.26,28.65
45.661,28.55,91.18,28.59
