time_s,H,S,V
0.054,108.68,10.75,61.15
0.132,110.87,10.80,61.17
0.208,109.61,10.83,61.18
0.289,108.33,10.81,61.18
0.364,108.35,10.80,61.19
0.442,108.11,10.81,61.18
0.520,108.11,10.77,61.12
0.599,109.23,10.81,61.19
0.674,109.32,10.78,61.17
0.737,108.27,10.78,61.17
0.817,107.79,10.85,61.18
0.894,108.40,10.77,61.15
0.972,107.71,10.82,61.17
1.051,109.06,10.78,61.14
1.127,108.35,10.79,61.15
1.204,109.13,10.80,61.17
1.281,110.20,10.72,61.15
1.343,109.85,10.87,61.18
1.409,109.84,10.81,61.16
1.487,109.46,10.87,61.19
1.563,107.49,10.82,61.17
1.640,108.66,10.78,61.17
1.718,109.24,10.77,61.16
1.795,109.47,10.76,61.17
1.877,110.75,10.79,61.16
1.952,109.37,10.81,61.14
2.031,109.40,10.84,61.14
2.093,109.05,10.86,61.13
2.173,108.13,10.85,61.17
2.250,110.20,10.73,61.14
2.329,110.51,10.83,61.14
2.406,109.21,10.80,61.12
2.484,108.79,10.82,61.15
2.562,109.50,10.88,61.15
2.641,108.63,10.85,61.15
2.718,107.27,10.75,61.09
2.794,108.88,10.91,61.08
2.857,108.22,10.84,61.13
2.934,107.81,10.82,61.07
3.013,107.04,10.91,61.16
3.089,107.49,10.77,61.17
3.165,107.20,10.79,61.27
3.243,107.95,10.78,61.28
3.306,108.04,10.87,61.28
3.383,107.60,10.89,61.29
3.461,107.69,10.79,61.27
3.541,108.95,10.80,61.22
3.604,107.78,10.80,61.19
3.682,108.34,10.87,61.22
3.758,109.78,10.90,61.20
3.834,108.02,10.87,61.18
3.912,110.08,10.83,61.19
3.976,108.70,10.84,61.19
4.052,107.55,10.83,61.19
4.130,107.99,10.86,61.19
4.207,108.42,10.86,61.17
4.269,109.24,10.81,61.15
4.348,108.73,10.85,61.19
4.410,109.73,10.86,61.18
4.471,109.33,10.88,61.15
4.534,108.81,10.87,61.14
4.596,108.62,10.83,61.13
4.673,109.35,10.90,61.14
4.737,109.19,10.84,61.13
4.799,108.89,10.92,61.15
4.863,107.53,10.94,61.18
4.940,108.17,10.88,61.15
5.016,108.36,10.87,61.14
5.079,107.76,10.90,61.16
5.143,107.80,10.87,61.13
5.219,107.15,10.89,61.14
5.280,107.51,10.90,61.18
5.361,107.47,10.81,61.18
5.437,109.04,10.86,61.19
5.514,107.13,10.85,61.21
5.593,107.51,10.86,61.20
5.670,108.49,10.81,61.20
5.747,108.30,10.80,61.21
5.825,107.60,10.85,61.22
5.902,107.60,10.85,61.22
5.963,106.29,10.75,61.19
6.039,107.33,10.88,61.21
6.118,107.21,10.88,61.22
6.194,109.66,10.83,61.21
6.258,108.99,10.83,61.18
6.338,108.69,10.96,61.21
6.414,108.98,10.85,61.19
6.492,108.46,10.87,61.16
6.570,109.60,10.89,61.20
6.648,108.77,10.88,61.18
6.724,107.99,10.87,61.17
6.802,108.10,10.87,61.21
6.878,107.81,10.89,61.20
6.956,109.24,10.84,61.19
7.034,108.16,10.95,61.23
7.110,108.32,10.91,61.18
7.192,108.18,10.90,61.20
7.266,107.99,10.90,61.16
7.343,108.25,10.90,61.17
7.408,107.58,10.88,61.15
7.483,109.73,10.83,61.13
7.546,109.27,10.89,61.15
7.608,108.35,10.82,61.12
7.669,107.82,10.88,61.16
7.734,108.66,10.90,61.16
7.810,107.90,10.92,61.17
7.873,107.33,10.90,61.17
7.949,109.40,10.94,61.18
8.029,107.51,10.85,61.19
8.106,109.17,10.88,61.19
8.186,108.90,10.93,61.17
8.264,108.66,10.91,61.17
8.329,109.34,10.91,61.13
8.407,109.88,10.91,61.12
8.483,109.00,10.86,61.11
8.558,109.42,10.93,61.11
8.638,108.55,10.84,61.06
8.714,108.88,10.91,61.08
8.778,109.68,10.83,61.05
8.855,108.20,10.90,61.07
8.933,107.57,10.96,61.08
9.011,108.68,10.91,61.08
9.087,108.78,10.95,61.15
9.167,108.46,10.93,61.14
9.244,108.69,10.90,61.18
9.323,109.09,10.85,61.17
9.401,108.81,10.85,61.17
9.476,109.21,10.87,61.20
9.554,108.61,10.88,61.19
9.635,108.67,10.91,61.20
9.713,108.67,10.91,61.20
9.788,108.63,10.81,61.18
9.867,109.02,10.88,61.19
9.945,108.54,10.90,61.16
10.020,109.23,10.91,61.17
10.097,108.81,10.89,61.15
10.163,109.71,10.86,61.14
10.239,109.85,10.89,61.14
10.314,108.64,10.93,61.17
10.392,110.81,10.89,61.15
10.472,109.25,10.86,61.14
10.548,109.11,10.82,61.18
10.627,108.78,10.87,61.16
10.709,108.97,10.92,61.19
10.784,108.80,10.88,61.20
10.868,108.82,10.88,61.16
10.943,108.97,10.82,61.18
11.019,108.76,10.94,61.20
11.098,108.44,10.78,61.18
11.175,108.51,10.89,61.21
11.253,109.10,10.89,61.24
11.331,108.77,10.81,61.21
11.406,108.47,10.88,61.21
11.484,108.76,10.83,61.18
11.560,108.02,10.91,61.22
11.640,107.31,10.87,61.18
11.713,108.49,10.91,61.20
11.792,108.96,10.87,61.22
11.869,107.77,10.88,61.19
11.944,108.85,10.87,61.20
12.022,108.27,10.85,61.23
12.102,107.86,10.81,61.17
12.176,110.12,10.85,61.22
12.256,108.04,10.85,61.21
12.335,107.71,10.88,61.23
12.411,109.09,10.85,61.22
12.490,109.31,10.86,61.24
12.569,108.41,10.80,61.22
12.644,109.05,10.90,61.21
12.724,109.05,10.87,61.21
12.805,108.23,10.83,61.22
12.883,108.92,10.89,61.20
12.960,107.46,10.84,61.21
13.039,108.35,10.97,61.24
13.117,108.44,10.80,61.20
13.193,109.58,10.87,61.20
13.275,108.95,10.96,61.25
13.351,109.15,10.81,61.21
13.430,108.72,10.83,61.22
13.506,107.81,10.84,61.26
13.583,107.86,10.87,61.27
13.663,108.25,10.78,61.28
13.740,109.12,10.85,61.29
13.816,108.18,10.87,61.33
13.896,108.70,10.82,61.34
13.977,107.41,10.87,61.33
14.050,107.86,10.92,61.36
14.128,108.00,10.88,61.38
14.206,107.54,10.82,61.34
14.285,107.12,10.82,61.35
14.362,107.31,10.81,61.33
14.440,107.19,10.88,61.37
14.515,107.71,10.83,61.34
14.592,107.78,10.86,61.35
14.674,119.67,10.62,61.36
14.749,119.54,10.62,61.38
14.828,124.25,10.97,61.35
14.902,125.07,10.98,61.34
14.980,125.46,10.92,61.35
15.060,125.67,11.02,61.37
15.137,124.93,11.00,61.35
15.213,125.88,10.97,61.35
15.295,125.31,10.98,61.36
15.372,125.45,10.93,61.34
15.450,126.21,11.02,61.37
15.527,125.56,10.93,61.35
15.604,125.78,10.95,61.36
15.681,125.37,10.96,61.36
15.758,125.92,11.01,61.35
15.839,125.64,11.06,61.38
15.919,124.90,11.01,61.35
15.996,124.28,11.05,61.37
16.075,124.51,10.92,61.33
16.153,125.43,11.03,61.38
16.230,125.40,11.05,61.36
16.311,124.76,11.08,61.35
16.385,125.18,11.01,61.35
16.468,124.69,10.96,61.32
16.543,125.01,10.96,61.36
16.622,125.50,10.95,61.35
16.699,124.97,10.98,61.36
16.779,125.18,11.06,61.35
16.858,124.79,10.94,61.34
16.943,125.16,10.96,61.35
17.022,125.74,11.01,61.34
17.105,124.42,10.93,61.34
