time_s,H,S,V
11.697,188.70,10.37,70.86
11.793,188.60,10.46,70.86
11.884,189.27,10.39,70.85
11.976,188.39,10.38,70.86
12.070,189.28,10.39,70.86
12.162,188.47,10.35,70.85
12.258,188.89,10.41,70.89
12.351,188.80,10.42,70.87
12.444,188.49,10.40,70.87
12.536,188.59,10.35,70.82
12.613,189.64,10.41,70.91
12.692,189.23,10.46,70.92
12.771,189.42,10.42,70.89
12.864,188.33,10.51,70.91
12.956,188.69,10.40,70.86
13.050,188.49,10.45,70.87
13.142,189.60,10.48,70.93
13.235,189.17,10.43,70.85
13.312,188.41,10.46,70.89
13.406,189.07,10.49,70.88
13.499,189.18,10.45,70.91
13.592,188.30,10.46,70.86
13.672,188.30,10.46,70.86
13.765,188.40,10.33,70.83
13.858,188.28,10.35,70.82
13.953,188.57,10.34,70.82
14.044,188.65,10.39,70.88
14.138,188.30,10.32,70.82
14.232,188.13,10.43,70.85
14.325,188.56,10.36,70.85
14.401,189.44,10.35,70.83
14.478,188.64,10.39,70.86
14.570,189.22,10.48,70.89
14.649,189.23,10.42,70.90
14.743,189.01,10.48,70.91
14.839,189.39,10.40,70.88
14.930,189.21,10.36,70.86
15.023,188.49,10.35,70.82
15.131,188.98,10.48,70.91
15.225,188.63,10.33,70.88
15.319,188.77,10.36,70.85
15.413,187.99,10.36,70.85
15.505,189.01,10.32,70.82
15.598,188.61,10.33,70.83
15.676,188.32,10.38,70.86
15.760,188.85,10.34,70.85
15.848,188.96,10.39,70.90
15.943,188.97,10.33,70.85
16.038,188.82,10.37,70.86
16.122,188.17,10.37,70.85
16.199,189.58,10.45,70.87
16.288,188.57,10.44,70.89
16.391,188.86,10.41,70.86
16.486,188.54,10.31,70.82
16.579,188.32,10.32,70.85
16.659,188.53,10.32,70.84
16.750,187.75,10.29,70.81
16.845,188.35,10.31,70.81
16.937,188.17,10.31,70.81
17.029,188.58,10.44,70.88
17.123,189.51,10.42,70.88
17.216,188.98,10.46,70.89
17.309,188.38,10.40,70.84
17.403,188.69,10.50,70.88
17.494,188.00,10.45,70.86
17.592,189.17,10.40,70.83
17.668,189.71,10.34,70.88
17.760,189.18,10.49,70.90
17.854,188.61,10.26,70.81
17.946,188.20,10.34,70.85
18.039,188.37,10.38,70.82
18.134,188.18,10.42,70.86
18.226,189.21,10.43,70.84
18.323,188.97,10.31,71.01
18.413,188.62,10.13,71.19
18.511,188.09,9.50,71.60
18.603,186.85,9.60,71.66
18.693,187.76,9.56,71.63
18.768,187.69,9.62,71.64
18.846,187.42,9.55,71.64
18.929,187.77,9.72,71.69
19.022,188.55,9.66,71.70
19.113,187.80,9.65,71.69
19.207,187.85,9.61,71.63
19.301,187.56,9.67,71.70
19.391,187.27,9.75,71.67
21.030,188.45,10.41,70.80
21.198,188.93,10.52,70.85
21.294,188.54,10.44,70.80
21.401,188.09,10.46,70.82
21.506,189.41,10.48,70.84
21.601,188.92,10.37,70.80
21.692,188.95,10.41,70.82
21.787,189.32,10.39,70.79
21.880,188.48,10.47,70.83
21.975,189.24,10.42,70.83
22.065,188.74,10.41,70.82
22.155,188.80,10.43,70.81
22.250,189.67,10.48,70.88
22.344,188.48,10.44,70.83
22.431,189.17,10.42,70.81
23.238,188.66,10.42,70.80
23.309,188.95,10.46,70.83
23.575,189.08,10.49,70.83
23.650,189.04,10.49,70.83
24.423,189.08,10.47,70.82
24.499,188.93,10.42,70.79
24.592,188.99,10.52,70.83
24.668,188.56,10.46,70.80
24.961,189.39,10.47,70.84
25.094,189.37,10.45,70.81
25.176,188.24,10.50,70.83
25.266,188.98,10.51,70.85
25.354,189.06,10.48,70.80
25.441,188.18,10.44,70.80
25.528,188.67,10.46,70.82
25.627,188.73,10.46,70.81
25.711,188.79,10.41,70.81
25.799,188.81,10.38,70.81
25.878,188.71,10.53,70.85
25.954,188.80,10.44,70.78
26.036,188.74,10.48,70.82
26.114,189.19,10.51,70.86
26.191,188.97,10.42,70.82
26.269,188.47,10.45,70.83
26.348,189.04,10.41,70.83
26.428,189.33,10.46,70.87
26.502,188.54,10.45,70.84
26.585,189.04,10.51,70.85
