time_s,H,S,V
4.921,171.95,10.70,79.28
4.970,169.54,10.68,79.20
5.019,171.61,10.61,79.26
5.070,170.50,10.72,79.22
5.118,170.50,10.67,79.25
5.169,170.59,10.61,79.19
5.217,170.20,10.70,79.20
5.266,170.42,10.61,79.20
5.317,170.23,10.62,79.18
5.369,169.64,10.65,79.21
5.421,171.36,10.64,79.25
5.470,171.46,10.61,79.18
5.517,170.88,10.65,79.20
5.566,170.63,10.68,79.24
5.614,169.61,10.72,79.19
5.665,170.86,10.71,79.26
5.714,170.95,10.60,79.21
5.766,170.84,10.62,79.19
5.838,171.66,10.70,79.30
5.885,172.45,10.69,79.23
5.937,169.92,10.60,79.21
5.989,170.44,10.63,79.21
6.037,171.16,10.66,79.25
6.085,170.94,10.65,79.23
6.134,170.38,10.63,79.20
6.183,170.52,10.60,79.18
6.233,171.07,10.66,79.24
6.283,171.01,10.63,79.20
6.331,170.30,10.62,79.23
6.380,170.72,10.57,79.22
6.432,170.70,10.73,79.20
6.497,171.50,10.75,79.26
6.546,171.01,10.59,79.22
6.597,170.66,10.61,79.17
6.647,170.80,10.69,79.24
6.700,171.19,10.61,79.16
6.748,170.18,10.67,79.18
6.800,170.52,10.70,79.26
6.850,171.68,10.81,79.26
6.900,169.36,10.67,79.22
6.949,170.68,10.62,79.24
6.996,170.66,10.68,79.21
7.043,170.92,10.63,79.24
7.090,170.51,10.75,79.23
7.138,170.98,10.69,79.24
7.188,170.77,10.67,79.23
7.237,171.21,10.67,79.23
7.285,171.30,10.66,79.25
7.334,171.01,10.60,79.21
7.382,169.88,10.59,79.17
7.434,170.95,10.66,79.23
7.483,171.72,10.61,79.20
7.534,170.53,10.63,79.17
7.583,171.19,10.67,79.25
7.634,170.25,10.67,79.23
7.684,170.56,10.61,79.18
7.734,169.88,10.72,79.17
7.784,171.40,10.72,79.22
7.836,169.62,10.62,79.20
7.887,170.60,10.60,79.16
7.938,170.83,10.76,79.25
7.989,170.83,10.76,79.25
8.038,170.27,10.62,79.19
8.116,169.75,10.71,79.20
8.171,171.54,10.53,79.17
8.224,170.91,10.70,79.21
8.275,170.13,10.65,79.20
8.328,170.60,10.55,79.15
8.380,169.86,10.56,79.14
8.433,169.93,10.71,79.18
8.483,171.27,10.64,79.21
8.532,171.20,10.68,79.22
8.584,169.77,10.72,79.23
8.633,171.94,10.59,79.18
8.682,170.88,10.69,79.18
8.732,170.06,10.69,79.24
8.782,171.66,10.66,79.26
8.838,171.50,10.75,79.22
8.887,170.20,10.70,79.18
8.935,171.74,10.61,79.21
8.988,170.93,10.76,79.25
9.039,170.95,10.64,79.24
9.092,170.26,10.65,79.19
9.144,170.51,10.70,79.19
9.196,171.47,10.61,79.18
9.247,170.36,10.71,79.18
9.302,171.22,10.65,79.20
9.353,170.96,10.55,79.17
9.404,170.77,10.68,79.20
9.455,169.95,10.58,79.17
9.502,169.91,10.62,79.17
9.551,171.78,10.71,79.23
9.601,171.83,10.75,79.28
9.657,171.36,10.73,79.24
9.708,171.59,10.69,79.22
9.762,170.33,10.58,79.19
9.814,170.87,10.60,79.17
9.865,170.56,10.59,79.20
9.915,171.27,10.66,79.20
9.968,169.82,10.61,79.13
10.019,170.82,10.54,79.15
10.071,171.69,10.70,79.21
10.123,170.26,10.63,79.17
10.173,170.61,10.58,79.15
10.224,170.16,10.61,79.15
10.274,169.13,10.75,79.21
10.329,172.29,10.56,79.21
10.378,170.36,10.75,79.20
10.428,170.56,10.64,79.22
10.477,171.41,10.66,79.19
10.529,169.48,10.69,79.15
10.579,170.77,10.71,79.20
10.631,170.74,10.66,79.17
10.683,171.35,10.79,79.28
10.733,170.90,10.73,79.22
10.783,171.92,10.61,79.18
10.837,169.60,10.64,79.15
10.893,170.52,10.56,79.18
10.945,170.23,10.70,79.18
10.998,171.06,10.68,79.24
11.050,171.06,10.71,79.21
11.103,170.41,10.68,79.19
11.152,170.37,10.51,79.12
11.206,171.80,10.67,79.19
11.258,170.64,10.60,79.22
11.308,170.67,10.61,79.20
11.360,170.98,10.65,79.17
11.411,169.76,10.63,79.17
11.464,170.45,10.64,79.17
11.514,170.47,10.71,79.19
11.563,170.45,10.62,79.18
11.612,170.64,10.66,79.17
11.662,170.29,10.75,79.22
11.714,171.31,10.61,79.18
11.765,170.70,10.66,79.16
11.816,170.40,10.68,79.21
11.866,170.43,10.71,79.19
11.917,170.71,10.64,79.20
11.970,170.44,10.68,79.22
12.020,170.45,10.62,79.18
12.072,170.97,10.72,79.17
12.124,170.87,10.56,79.21
12.176,171.68,10.75,79.21
12.226,170.58,10.72,79.18
12.277,170.80,10.62,79.19
12.324,170.79,10.69,79.17
12.374,169.76,10.70,79.21
12.425,171.37,10.66,79.22
12.474,171.11,10.53,79.12
12.524,171.15,10.66,79.20
12.576,171.40,10.67,79.22
12.628,169.82,10.60,79.16
12.676,171.34,10.65,79.20
12.728,170.33,10.67,79.16
12.779,170.47,10.71,79.24
12.832,170.47,10.71,79.24
12.882,171.57,10.66,79.25
12.932,169.35,10.69,79.16
12.983,170.78,10.69,79.18
13.033,169.86,10.68,79.19
13.081,169.51,10.62,79.15
13.133,170.30,10.67,79.20
13.181,170.30,10.67,79.20
13.236,170.08,10.63,79.17
13.288,171.40,10.70,79.22
13.343,170.92,10.58,79.14
13.395,170.67,10.74,79.20
13.444,169.92,10.68,79.17
13.500,168.90,10.74,79.16
13.552,170.20,10.63,79.17
13.605,170.97,10.72,79.19
13.656,170.31,10.59,79.17
13.706,170.47,10.65,79.16
13.759,170.12,10.73,79.18
13.811,170.83,10.59,79.19
13.864,171.41,10.75,79.20
13.916,170.45,10.77,79.20
13.969,169.89,10.69,79.18
14.021,170.74,10.68,79.15
14.074,169.18,10.63,79.16
14.134,171.09,10.73,79.20
14.183,171.09,10.73,79.20
14.236,170.34,10.66,79.17
14.286,170.85,10.67,79.15
14.339,171.18,10.76,79.23
14.391,171.44,10.67,79.22
14.444,171.32,10.65,79.12
14.497,169.71,10.65,79.18
14.548,170.87,10.63,79.17
14.600,170.57,10.72,79.18
14.650,170.47,10.66,79.18
14.702,171.05,10.53,79.16
14.759,170.77,10.65,79.19
14.812,170.50,10.58,79.20
14.864,171.79,10.64,79.26
14.916,169.28,10.46,79.47
14.969,169.88,10.20,79.45
15.020,169.74,10.30,79.46
15.073,168.82,10.31,79.58
15.126,169.65,10.16,79.58
15.178,169.36,10.14,79.65
15.235,168.84,9.96,79.81
15.286,168.85,10.09,79.84
15.343,167.63,9.98,79.83
15.394,168.44,9.88,79.83
15.448,169.19,9.96,79.93
15.500,168.27,9.88,79.88
15.552,170.60,9.91,79.96
15.605,168.75,9.91,79.87
15.658,168.67,9.96,79.96
15.708,169.60,9.86,79.89
15.762,167.66,10.00,79.94
15.814,168.69,9.83,79.90
15.868,170.48,9.85,79.91
15.923,168.12,9.95,79.95
15.979,170.62,9.86,79.92
16.036,168.34,9.91,79.89
16.092,168.38,9.90,79.90
16.144,169.50,9.90,79.89
16.200,168.97,10.00,79.60
16.254,175.98,11.06,77.88
16.308,175.45,11.32,77.29
16.365,176.88,11.80,76.60
16.417,178.77,12.19,76.00
16.469,178.97,12.46,75.64
16.525,178.92,12.58,75.49
16.577,178.94,12.12,77.11
16.629,180.26,12.21,76.59
16.680,172.41,14.15,72.11
16.736,167.27,17.06,67.98
16.794,127.35,30.99,52.82
16.846,96.81,44.17,42.91
16.902,67.48,57.10,34.63
16.957,53.68,70.27,29.09
17.009,45.69,72.99,25.72
17.063,27.34,83.08,31.72
17.115,27.71,81.86,31.01
17.166,26.54,83.89,32.87
17.216,26.09,85.72,34.53
17.266,28.80,83.40,40.49
17.322,30.02,82.72,39.68
17.370,32.62,81.31,42.82
17.422,36.43,80.07,43.48
17.473,41.42,79.78,44.08
17.526,37.17,78.72,45.81
17.578,35.00,79.86,46.27
17.635,31.69,82.49,50.49
17.692,28.31,84.12,55.32
17.744,27.36,84.58,57.32
17.800,27.38,85.53,58.65
17.853,29.73,84.87,57.61
17.906,30.96,84.84,55.85
17.959,31.92,84.77,55.94
18.012,31.92,84.77,55.94
18.066,32.24,85.43,55.07
18.122,33.89,85.15,53.57
18.174,34.03,85.20,53.55
18.228,31.69,85.22,52.41
18.283,31.89,85.32,52.40
18.337,33.14,85.66,50.80
18.389,32.17,85.60,50.88
18.440,33.13,85.77,49.30
18.496,31.54,85.81,49.40
18.547,32.95,85.83,49.31
18.601,32.49,85.55,48.66
18.655,33.48,85.43,48.30
18.708,33.56,85.20,47.97
18.761,31.91,85.30,47.88
18.812,32.65,85.27,47.70
18.866,32.88,85.15,47.41
18.940,33.17,85.27,47.33
18.995,33.17,85.27,47.33
19.048,33.45,85.11,47.29
19.104,32.01,84.97,47.14
19.156,33.63,85.17,47.13
19.214,33.78,85.09,47.11
19.273,33.35,85.10,46.98
19.328,33.12,85.21,46.95
19.384,32.72,85.19,47.12
19.438,32.61,85.20,47.20
19.491,32.75,85.23,47.27
19.545,32.90,85.25,47.19
19.599,33.08,85.20,47.23
19.650,31.76,85.11,47.26
19.705,32.34,85.29,47.32
19.757,33.67,85.12,47.30
19.808,32.89,85.04,47.36
19.862,33.76,85.15,47.48
19.915,32.27,85.17,47.47
19.968,32.94,85.14,47.37
20.019,34.05,85.20,47.36
20.073,33.42,85.14,47.37
20.128,33.44,85.17,47.38
20.177,33.47,85.18,47.46
20.232,33.72,85.30,47.39
20.287,32.69,85.13,47.33
20.344,33.99,85.22,47.37
20.400,31.73,85.22,47.39
20.452,32.50,85.28,47.41
20.505,32.70,85.13,47.49
20.555,32.17,85.07,47.38
20.606,33.04,85.11,47.46
20.657,32.07,85.02,47.37
20.710,32.56,85.16,47.30
20.761,34.46,85.26,47.37
20.814,33.01,85.26,47.46
20.868,33.32,85.21,47.45
20.920,33.16,85.19,47.51
20.971,34.40,85.16,47.41
21.020,33.82,85.28,47.40
21.072,33.05,85.17,47.42
21.123,32.77,85.24,47.42
21.174,33.74,85.05,47.39
21.225,33.43,85.19,47.49
21.282,34.12,85.21,47.38
21.336,33.11,85.23,47.47
21.388,33.18,85.14,47.44
21.440,33.20,85.22,47.43
21.492,32.50,85.26,47.41
21.546,33.75,85.23,47.53
21.597,33.40,85.38,47.47
21.645,32.92,85.21,47.39
21.697,32.59,85.18,47.40
21.746,32.36,85.13,47.41
21.797,33.25,85.17,47.44
21.850,34.21,85.23,47.45
21.903,33.35,85.23,47.44
21.956,32.26,85.16,47.53
22.008,33.40,85.03,47.48
22.059,32.73,85.18,47.45
22.126,34.57,85.29,47.52
22.176,33.53,85.21,47.51
22.224,32.54,85.10,47.48
22.275,32.42,85.12,47.46
22.327,32.71,85.23,47.53
22.378,33.33,85.29,47.52
22.431,33.42,85.33,47.58
22.479,31.28,85.20,47.51
22.528,34.49,85.17,47.52
22.580,32.51,85.20,47.49
22.634,33.43,85.23,47.55
22.684,33.22,85.12,47.53
22.735,32.97,85.21,47.59
22.786,32.97,85.21,47.59
22.837,33.41,85.25,47.57
22.899,32.16,85.31,47.49
22.951,33.72,85.16,47.52
23.004,32.55,85.27,47.63
23.053,34.10,85.22,47.64
23.106,33.15,85.26,47.59
23.160,32.56,85.33,47.61
23.211,33.11,85.08,47.56
23.262,32.52,85.11,47.55
23.315,33.01,85.20,47.55
23.369,33.35,85.33,47.54
23.420,32.82,85.20,47.55
23.474,31.77,85.19,47.58
23.528,32.72,85.20,47.63
23.580,34.72,85.29,47.54
23.632,33.21,85.19,47.69
23.682,33.80,85.02,47.61
23.735,33.40,85.08,47.57
23.786,32.87,85.18,47.60
23.839,33.40,85.14,47.66
23.891,33.73,85.14,47.59
23.944,32.94,85.05,47.58
23.999,34.11,85.15,47.60
24.050,33.65,85.17,47.66
24.103,33.55,85.24,47.64
24.155,32.83,85.34,47.65
24.208,33.91,85.34,47.63
24.261,32.78,85.26,47.65
24.312,32.34,85.27,47.56
24.364,33.04,85.31,47.62
24.414,33.45,85.37,47.65
24.466,32.45,85.37,47.67
24.515,33.94,85.31,47.61
24.567,32.12,85.22,47.66
24.615,34.36,85.31,47.64
24.662,33.44,85.39,47.67
24.712,31.77,85.37,47.67
24.766,31.62,85.40,47.76
24.822,31.36,85.27,47.66
24.875,34.66,85.15,47.63
24.929,33.78,85.31,47.70
24.978,32.97,85.40,47.71
25.027,32.40,85.35,47.76
25.078,33.17,85.19,47.65
25.133,32.53,85.33,47.72
25.186,33.99,85.35,47.65
25.238,32.12,85.21,47.70
25.295,31.37,85.28,47.69
25.354,32.35,85.15,47.58
25.408,32.14,85.34,47.66
25.462,32.51,85.36,47.71
25.515,32.84,85.42,47.72
25.570,33.09,85.43,47.69
25.623,32.58,85.33,47.70
25.678,32.76,85.36,47.71
25.733,32.83,85.27,47.63
25.784,34.24,85.29,47.62
25.840,33.26,85.37,47.68
25.894,31.49,85.32,47.67
25.955,32.30,85.33,47.63
26.013,33.93,85.21,47.68
26.068,34.24,85.25,47.58
26.122,32.64,85.25,47.69
26.179,33.22,85.27,47.69
26.238,32.53,85.29,47.71
26.288,33.30,85.24,47.65
26.342,33.51,85.38,47.68
26.395,32.28,85.40,47.67
26.448,32.71,85.29,47.69
26.508,33.93,85.27,47.69
26.564,32.18,85.37,47.72
26.633,33.77,85.22,47.65
26.692,34.34,85.35,47.64
26.761,33.04,85.20,47.65
26.820,32.45,85.34,47.71
26.888,32.87,85.20,47.63
26.944,34.04,85.27,47.59
26.997,34.12,85.29,47.62
27.050,32.66,85.40,47.64
27.112,31.81,85.43,47.65
27.167,33.55,85.34,47.65
27.223,33.84,85.46,47.68
27.277,32.57,85.31,47.75
27.330,32.57,85.31,47.75
27.387,33.07,85.32,47.75
27.439,31.62,85.33,47.66
27.502,32.06,85.26,47.59
27.558,31.44,85.27,47.65
27.620,31.63,85.30,47.67
27.675,33.19,85.18,47.60
27.729,32.75,85.34,47.62
27.794,31.30,85.39,47.63
27.845,32.59,85.32,47.64
27.895,32.85,85.22,47.67
27.944,32.85,85.22,47.67
27.994,32.26,85.29,47.66
28.044,32.27,85.31,47.70
28.096,31.52,85.25,47.58
28.149,33.04,85.18,47.69
28.204,32.70,85.28,47.61
28.256,33.31,85.24,47.65
28.308,33.31,85.24,47.65
28.361,32.83,85.20,47.65
28.413,30.86,85.21,47.66
28.467,31.41,85.28,47.65
28.523,31.80,85.37,47.73
28.576,32.86,85.22,47.65
28.632,32.84,85.32,47.67
28.690,31.33,85.34,47.74
28.744,32.95,85.22,47.62
28.799,33.75,85.25,47.61
28.853,31.96,85.30,47.63
28.906,30.83,85.17,47.64
28.960,31.65,85.29,47.69
29.011,32.72,85.22,47.65
29.063,33.78,85.19,47.69
29.114,32.05,85.29,47.69
29.166,34.34,85.26,47.63
29.221,31.87,85.33,47.62
29.276,32.96,85.30,47.70
29.330,31.31,85.28,47.71
29.384,33.73,85.29,47.63
29.440,32.93,85.22,47.65
29.495,32.51,85.30,47.67
29.548,31.75,85.26,47.63
29.601,32.68,85.22,47.72
29.653,32.22,85.32,47.65
29.704,33.17,85.28,47.72
29.760,33.40,85.22,47.62
29.812,32.96,85.29,47.70
29.864,31.36,85.31,47.74
29.914,32.53,85.19,47.61
29.966,31.32,85.35,47.74
30.015,32.22,85.15,47.63
30.066,31.61,85.38,47.73
30.114,32.31,85.33,47.64
30.165,31.42,85.28,47.67
30.213,32.49,85.37,47.81
30.262,31.42,85.27,47.68
30.312,33.19,85.25,47.75
30.362,34.88,85.29,47.69
30.412,31.51,85.28,47.70
30.461,32.43,85.28,47.74
30.509,33.76,85.24,47.69
30.558,31.56,85.24,47.73
30.608,31.82,85.21,47.70
30.661,32.40,85.25,47.68
30.709,32.99,85.39,47.75
30.754,33.13,85.43,47.78
30.800,33.57,85.30,47.75
30.848,33.59,85.21,47.59
30.897,32.35,85.21,47.71
30.943,31.95,85.32,47.79
30.992,33.46,85.17,47.73
31.042,33.33,85.22,47.73
31.089,33.22,85.27,47.81
31.137,32.91,85.23,47.75
31.187,31.49,85.30,47.80
31.240,33.26,85.13,47.69
31.292,31.49,85.28,47.75
31.341,33.98,85.28,47.80
31.392,31.84,85.23,47.76
31.442,32.32,85.26,47.73
31.494,33.66,85.25,47.77
31.545,32.42,85.27,47.72
31.597,32.46,85.27,47.72
31.648,34.45,85.28,47.78
31.698,34.13,85.32,47.82
31.749,33.64,85.33,47.74
31.802,33.22,85.29,47.80
31.853,32.64,85.38,47.83
31.902,33.29,85.46,47.85
31.953,32.48,85.43,47.77
32.004,32.76,85.41,47.79
32.053,32.79,85.36,47.76
32.103,31.72,85.26,47.80
32.156,32.77,85.41,47.86
32.210,33.62,85.29,47.84
32.263,32.10,85.30,47.79
32.313,32.75,85.40,47.83
32.366,33.49,85.29,47.77
32.420,32.77,85.28,47.80
32.473,33.14,85.32,47.79
32.526,32.56,85.36,47.76
32.578,32.21,85.18,47.79
32.632,32.94,85.47,47.88
32.683,33.47,85.34,47.74
32.735,31.55,85.38,47.87
32.787,31.55,85.38,47.87
32.840,32.96,85.22,47.81
32.899,32.97,85.30,47.76
32.949,32.76,85.32,47.81
33.002,31.58,85.41,47.88
33.055,32.98,85.29,47.82
33.106,33.23,85.36,47.86
33.155,33.23,85.36,47.86
33.208,31.20,85.38,47.83
33.261,31.39,85.32,47.84
33.312,32.20,85.31,47.84
33.364,32.36,85.44,47.89
33.416,33.61,85.37,47.89
33.473,33.15,85.57,47.91
33.524,31.68,85.45,47.94
33.575,31.58,85.45,47.90
33.631,32.26,85.52,47.85
33.680,32.26,85.40,47.91
33.734,32.61,85.36,47.89
33.783,33.82,85.44,47.84
33.834,33.13,85.52,47.86
33.884,31.68,85.57,47.94
33.937,31.03,85.49,47.94
33.990,31.36,85.56,47.93
34.043,33.68,85.34,47.91
34.097,33.20,85.47,47.85
34.149,31.72,85.50,47.93
34.199,33.50,85.50,47.89
34.247,33.74,85.37,47.90
34.297,33.12,85.53,47.96
34.348,32.80,85.43,47.97
34.400,32.04,85.58,47.93
34.451,32.24,85.32,47.89
34.500,29.14,85.41,47.97
34.548,31.20,85.37,47.95
34.599,31.80,85.42,48.00
34.649,31.87,85.45,48.00
34.699,31.98,85.37,47.95
34.748,30.36,85.59,47.98
34.801,31.98,85.45,48.01
34.851,31.81,85.49,47.88
34.899,31.59,85.56,48.03
34.949,31.47,85.50,48.02
35.002,32.14,85.51,48.00
35.054,31.34,85.46,48.06
35.104,32.35,85.50,47.91
35.153,31.14,85.62,47.99
35.202,32.54,85.58,48.00
35.252,32.75,85.62,47.96
35.301,31.37,85.62,48.07
35.349,31.41,85.46,48.02
35.400,32.49,85.58,48.04
35.451,33.30,85.54,48.15
35.500,30.41,85.60,48.04
35.551,31.47,85.53,48.03
35.601,33.12,85.56,47.97
35.649,33.17,85.50,48.00
35.698,33.05,85.60,48.05
35.747,32.30,85.58,48.07
35.796,32.66,85.57,48.12
35.847,32.36,85.59,48.11
35.897,33.50,85.53,48.07
35.947,31.19,85.62,48.12
35.996,31.27,85.60,48.10
36.046,31.27,85.58,48.14
36.095,31.67,85.50,48.05
36.144,32.77,85.49,48.10
36.193,31.51,85.52,48.09
36.244,32.78,85.63,48.16
36.293,32.44,85.46,48.14
36.342,32.19,85.51,48.07
36.397,33.17,85.66,48.17
36.450,32.14,85.45,48.04
36.502,32.99,85.51,48.14
36.556,32.62,85.45,48.10
36.607,32.40,85.45,48.09
36.659,32.81,85.38,48.11
36.711,32.00,85.44,48.11
36.768,31.84,85.44,48.04
36.821,32.08,85.45,48.10
36.876,31.07,85.52,48.12
36.929,31.00,85.52,48.07
36.980,32.80,85.43,48.09
37.034,30.84,85.40,48.03
37.090,32.71,85.43,47.98
37.142,32.55,85.50,48.12
37.194,31.02,85.50,48.03
37.245,33.36,85.52,48.11
37.296,32.04,85.38,48.10
37.350,31.38,85.49,48.05
37.404,31.76,85.33,48.07
37.457,33.11,85.41,48.11
37.508,32.99,85.39,48.10
37.561,30.52,85.46,48.06
37.613,31.63,85.53,48.09
37.662,33.61,85.47,48.04
37.722,32.28,85.56,48.12
37.776,32.58,85.49,48.05
37.829,33.20,85.53,48.18
37.881,33.72,85.49,48.19
37.937,32.09,85.62,48.19
37.989,32.09,85.62,48.19
38.043,32.90,85.54,48.16
38.096,30.93,85.53,48.09
38.145,32.21,85.51,48.14
38.197,30.71,85.41,48.09
38.249,32.98,85.49,48.11
38.299,32.52,85.49,48.03
38.349,32.79,85.48,48.11
38.398,32.45,85.57,48.21
38.448,32.48,85.56,48.14
38.497,30.76,85.64,48.22
38.547,32.13,85.70,48.26
38.595,33.05,85.60,48.23
38.645,31.76,85.64,48.29
38.694,31.52,85.67,48.29
38.744,33.77,85.60,48.32
38.792,31.89,85.51,48.29
38.839,31.42,85.54,48.29
38.885,31.68,85.58,48.26
38.933,32.97,85.61,48.25
38.978,31.64,85.60,48.26
39.026,32.59,85.60,48.22
39.074,33.86,85.43,48.16
39.122,31.90,85.66,48.29
39.169,30.91,85.61,48.24
39.216,31.89,85.54,48.20
39.265,33.45,85.49,48.26
39.313,32.08,85.60,48.28
39.360,32.36,85.44,48.19
39.406,32.96,85.51,48.19
39.456,32.67,85.63,48.24
39.502,32.94,85.51,48.29
39.552,34.18,85.60,48.29
39.601,32.53,85.58,48.22
39.650,32.58,85.56,48.22
39.699,32.02,85.46,48.20
39.748,32.12,85.58,48.23
39.797,31.68,85.57,48.24
39.845,32.14,85.51,48.26
39.896,32.55,85.50,48.29
39.949,32.88,85.44,48.21
40.001,30.24,85.52,48.22
40.053,32.08,85.49,48.29
40.105,32.08,85.49,48.29
40.157,32.98,85.45,48.32
40.209,32.61,85.68,48.35
40.264,30.77,85.61,48.39
40.311,32.88,85.51,48.34
40.363,31.99,85.53,48.26
40.410,33.12,85.59,48.36
40.463,31.61,85.71,48.42
40.510,32.00,85.69,48.33
40.562,32.35,85.65,48.34
40.610,32.80,85.63,48.33
40.660,33.00,85.71,48.36
40.708,32.56,85.66,48.33
40.757,32.16,85.65,48.33
40.807,32.80,85.69,48.40
40.857,32.40,85.72,48.39
40.907,33.44,85.62,48.39
40.957,31.12,85.66,48.51
41.006,31.72,85.53,48.34
41.053,31.45,85.61,48.38
41.100,32.16,85.64,48.38
41.149,32.54,85.83,48.49
41.195,32.39,85.72,48.48
41.242,31.83,85.51,48.42
41.290,31.64,85.68,48.43
41.338,32.41,85.67,48.48
41.391,32.75,85.58,48.49
41.440,31.05,85.67,48.53
41.488,31.94,85.55,48.50
41.537,32.37,85.70,48.52
41.587,32.32,85.63,48.50
41.637,32.30,85.64,48.49
41.684,32.01,85.62,48.49
41.732,32.52,85.58,48.50
41.781,31.56,85.60,48.51
41.832,32.98,85.63,48.45
41.883,30.47,85.68,48.56
41.932,31.08,85.74,48.54
41.980,33.31,85.79,48.51
42.034,31.56,85.67,48.58
42.086,31.14,85.65,48.57
42.136,31.78,85.63,48.60
42.187,32.56,85.62,48.54
42.239,31.92,85.64,48.49
42.289,32.05,85.69,48.54
42.339,31.31,85.63,48.52
42.389,32.09,85.59,48.44
42.440,31.45,85.50,48.47
42.490,32.94,85.62,48.46
42.540,31.85,85.62,48.44
42.591,32.52,85.60,48.57
42.643,31.27,85.57,48.50
42.694,31.80,85.50,48.47
42.743,31.80,85.50,48.47
42.790,31.66,85.55,48.50
42.838,32.31,85.60,48.52
42.896,31.34,85.52,48.52
42.943,31.14,85.63,48.52
42.992,32.85,85.65,48.62
43.041,31.94,85.72,48.56
43.092,32.19,85.62,48.50
43.141,32.19,85.62,48.50
43.188,31.88,85.63,48.57
43.239,31.93,85.71,48.53
43.288,33.11,85.66,48.55
43.337,32.16,85.87,48.65
43.389,32.22,85.70,48.60
43.440,31.84,85.62,48.58
43.490,31.84,85.62,48.58
43.540,31.86,85.69,48.55
43.592,31.34,85.68,48.54
43.641,34.03,85.63,48.60
43.695,31.15,85.73,48.58
43.750,32.32,85.73,48.59
43.805,31.08,85.78,48.62
43.860,31.49,85.75,48.65
43.911,32.34,85.65,48.65
43.966,31.31,85.67,48.63
44.019,31.18,85.76,48.61
44.070,32.42,85.72,48.68
44.123,32.12,85.73,48.59
44.176,32.06,85.73,48.61
44.230,32.25,85.64,48.57
44.282,30.93,85.71,48.55
44.338,32.42,85.69,48.57
44.393,32.07,85.63,48.52
44.446,32.36,85.69,48.55
44.500,31.62,85.60,48.57
44.554,32.96,85.60,48.56
44.609,31.78,85.60,48.63
44.663,33.35,85.65,48.58
44.714,31.71,85.73,48.67
44.768,32.10,85.79,48.68
44.824,31.63,85.68,48.59
44.881,31.60,85.74,48.64
44.942,33.28,85.66,48.73
44.995,30.93,85.80,48.60
45.049,31.45,85.74,48.67
45.101,32.14,85.74,48.65
45.152,31.43,85.69,48.72
45.201,32.30,85.72,48.65
45.259,33.22,85.72,48.73
45.324,32.53,85.85,48.72
45.375,32.36,85.74,48.71
45.431,30.18,85.80,48.70
45.485,33.43,85.67,48.78
45.544,31.95,85.61,48.68
45.610,30.99,85.75,48.75
45.665,32.26,85.75,48.70
