time_s,H,S,V
44.761,190.25,10.07,71.07
44.850,189.49,10.06,71.08
44.938,190.33,10.10,71.12
45.025,190.15,10.18,71.14
45.119,189.75,10.08,71.09
45.229,190.22,10.15,71.10
45.321,189.98,10.08,71.08
45.409,190.54,10.18,71.15
45.485,190.58,10.14,71.12
45.566,190.06,10.03,71.09
45.660,189.94,10.24,71.16
45.757,190.17,10.06,71.07
45.847,189.57,10.12,71.11
45.923,190.69,10.09,71.11
46.000,190.14,10.17,71.15
46.085,190.57,10.13,71.14
46.165,190.30,10.13,71.11
46.249,190.16,10.13,71.12
46.319,190.56,10.13,71.11
46.401,190.60,10.13,71.13
46.478,190.33,10.04,71.08
46.551,190.58,10.10,71.14
46.643,190.06,10.12,71.09
46.726,190.22,10.10,71.10
46.809,190.13,10.10,71.08
46.888,190.35,10.16,71.12
46.977,190.05,10.08,71.08
47.051,190.36,10.15,71.13
47.131,190.39,10.06,71.10
47.211,189.74,10.16,71.11
47.290,190.60,10.07,71.08
47.381,190.18,10.15,71.14
47.458,190.28,10.15,71.10
47.539,189.92,10.09,71.09
47.615,190.01,10.09,71.10
47.707,190.67,10.16,71.12
47.787,190.02,10.05,71.08
47.874,190.02,10.11,71.07
47.963,190.20,10.20,71.12
48.054,190.22,10.18,71.14
48.127,190.01,10.15,71.11
48.204,190.84,10.13,71.12
48.283,189.75,10.15,71.08
48.365,189.78,10.12,71.08
48.441,190.02,10.19,71.13
48.516,190.20,10.11,71.10
48.596,190.14,10.13,71.09
48.682,190.29,10.13,71.12
48.760,190.25,10.13,71.09
48.839,190.41,10.16,71.13
48.917,190.44,10.09,71.09
48.993,190.40,10.23,71.16
49.072,190.17,10.10,71.12
49.151,190.94,10.20,71.15
49.229,190.49,10.18,71.15
49.305,190.16,10.13,71.08
49.383,190.35,10.19,71.11
49.459,190.32,10.16,71.12
49.535,189.75,10.09,71.07
49.613,190.21,10.06,71.06
49.691,189.30,10.13,71.07
49.769,189.57,10.17,71.08
49.847,190.54,10.02,71.07
49.923,190.35,10.15,71.10
50.002,190.03,10.14,71.10
50.082,189.95,10.14,71.09
50.158,189.68,10.16,71.10
50.236,190.33,10.10,71.09
50.312,190.23,10.08,71.09
50.388,190.44,10.08,71.08
50.467,189.97,10.15,71.10
50.546,189.70,10.02,71.08
50.621,189.81,10.05,71.06
50.701,189.76,10.18,71.10
50.782,190.27,10.12,71.10
50.857,191.20,10.07,71.10
50.935,189.62,10.05,71.06
51.014,189.69,10.13,71.10
51.090,189.63,10.14,71.07
51.167,189.73,10.11,71.07
51.231,189.60,10.04,71.06
51.308,190.28,10.03,71.04
51.387,190.59,10.09,71.10
51.463,190.00,10.02,71.06
51.542,189.58,10.16,71.08
51.620,190.26,10.15,71.10
51.698,190.33,10.11,71.06
51.774,190.01,9.99,71.05
51.854,189.91,10.12,71.09
51.930,189.46,10.14,71.11
52.012,189.95,10.16,71.11
52.086,190.06,10.08,71.06
52.153,190.34,10.19,71.12
52.229,190.53,10.05,71.08
52.307,189.92,10.09,71.07
52.387,190.12,10.11,71.11
52.462,190.17,10.13,71.10
52.540,189.70,10.16,71.08
52.616,189.62,10.23,71.11
52.693,190.11,10.16,71.09
52.772,190.48,10.15,71.11
52.852,189.88,10.07,71.05
52.931,190.30,10.17,71.12
53.018,188.97,10.17,71.08
53.103,189.98,10.18,71.12
53.180,190.38,10.11,71.10
53.257,189.82,10.13,71.09
53.336,190.27,10.20,71.10
53.413,189.74,10.22,71.12
53.490,190.51,10.13,71.10
53.573,190.01,10.09,71.06
53.650,190.43,10.16,71.10
53.726,190.10,10.22,71.10
53.819,190.04,10.16,71.11
53.925,190.12,10.15,71.10
54.021,190.57,10.11,71.09
54.115,190.03,10.23,71.14
54.208,190.37,10.23,71.11
54.283,190.52,10.09,71.10
54.361,190.03,10.23,71.14
54.441,189.94,10.11,71.09
54.519,190.00,10.16,71.11
54.594,190.12,10.20,71.11
54.676,190.49,10.14,71.12
54.750,190.33,10.08,71.11
54.827,190.36,10.09,71.08
54.906,190.85,10.16,71.14
54.984,190.42,10.19,71.11
55.061,190.62,10.19,71.15
55.139,189.78,10.15,71.11
55.215,190.33,10.19,71.12
55.291,190.11,10.18,71.13
55.371,190.61,10.18,71.15
55.462,190.54,10.20,71.11
55.540,191.11,10.16,71.15
55.619,190.57,10.30,71.17
55.697,190.22,10.24,71.12
55.775,191.26,10.29,71.18
55.853,191.07,10.22,71.14
55.929,190.05,10.22,71.12
56.007,190.02,10.18,71.12
56.089,189.96,10.28,71.15
56.161,191.17,10.25,71.19
56.244,190.04,10.18,71.13
56.319,190.71,10.22,71.16
56.397,190.13,10.21,71.16
56.471,190.03,10.23,71.14
56.554,190.41,10.21,71.13
56.628,190.66,10.18,71.14
56.709,190.77,10.18,71.12
56.784,190.29,10.17,71.10
56.863,190.05,10.22,71.12
56.941,190.08,10.16,71.08
57.020,190.15,10.20,71.13
57.101,190.18,10.10,71.08
57.181,190.56,10.17,71.12
57.249,190.37,10.16,71.11
57.326,190.10,10.17,71.11
57.406,190.72,10.10,71.09
57.486,189.50,10.16,71.08
57.590,190.48,10.17,71.11
57.699,190.05,10.15,71.12
57.791,190.54,10.17,71.13
57.868,191.35,10.27,71.17
57.947,189.89,10.23,71.12
58.039,190.35,10.27,71.13
58.114,190.06,10.15,71.09
58.195,190.25,10.17,71.12
58.271,190.64,10.15,71.10
58.350,189.72,10.18,71.09
58.428,189.76,10.08,71.03
58.509,190.24,10.21,71.12
58.587,189.95,10.18,71.12
58.663,190.70,10.25,71.13
58.740,189.89,10.21,71.11
58.817,189.88,10.28,71.14
58.894,190.47,10.16,71.09
58.977,190.48,10.16,71.10
59.052,189.95,10.20,71.09
59.130,190.49,10.18,71.11
59.209,190.16,10.15,71.10
59.282,190.24,10.19,71.11
59.361,189.65,10.15,71.10
59.439,190.72,10.27,71.14
59.514,190.25,10.17,71.12
59.592,190.29,10.22,71.13
59.669,190.66,10.15,71.10
59.747,190.16,10.19,71.11
59.827,189.15,10.11,71.04
59.904,190.62,10.10,71.07
59.984,190.75,10.22,71.17
60.062,190.52,10.21,71.12
60.139,190.37,10.12,71.07
60.218,189.71,10.19,71.10
60.293,189.47,10.13,71.08
60.371,189.74,10.07,71.04
60.449,189.79,10.20,71.08
60.526,190.07,10.20,71.07
60.604,189.94,10.20,71.09
60.680,190.64,10.15,71.09
60.758,189.67,10.18,71.10
60.835,190.02,10.23,71.10
60.914,190.50,10.13,71.10
60.990,190.56,10.17,71.09
61.067,190.93,10.21,71.12
61.146,190.01,10.12,71.09
61.211,190.08,10.18,71.13
61.285,188.51,10.14,71.05
61.362,190.32,10.13,71.06
61.443,190.27,10.13,71.08
61.520,190.52,10.24,71.14
61.597,189.88,10.22,71.12
61.675,190.40,10.20,71.14
61.754,190.47,10.25,71.14
61.831,190.52,10.18,71.13
61.907,190.02,10.23,71.10
61.985,190.65,10.19,71.10
62.063,190.00,10.23,71.14
62.149,190.16,10.12,71.08
62.234,190.08,10.14,71.11
62.319,190.21,10.16,71.12
62.399,190.19,10.13,71.08
62.478,190.22,10.22,71.14
62.554,190.69,10.22,71.14
62.632,190.69,10.22,71.14
62.712,189.84,10.18,71.10
62.787,190.30,10.20,71.14
62.863,190.59,10.15,71.13
62.945,190.45,10.13,71.11
63.054,190.01,10.22,71.10
63.162,189.75,10.20,71.11
63.256,189.60,10.18,71.07
63.350,189.83,10.22,71.09
63.426,190.05,10.15,71.11
63.503,190.12,10.18,71.10
63.581,189.76,10.17,71.10
63.659,189.89,10.18,71.11
63.756,190.09,10.17,71.05
63.853,189.32,10.13,71.07
63.941,190.74,10.27,71.15
64.016,190.63,10.22,71.15
64.096,189.73,10.12,71.07
64.173,189.60,10.10,71.05
64.254,190.41,10.13,71.13
64.331,189.71,10.11,71.08
64.420,190.37,10.14,71.11
64.498,189.40,10.20,71.10
64.577,189.67,10.20,71.09
64.656,189.49,10.17,71.11
64.733,189.90,10.14,71.09
64.812,190.17,10.19,71.09
64.886,190.00,10.11,71.08
64.965,190.28,10.15,71.11
65.046,190.38,10.27,71.15
65.117,190.02,10.19,71.11
65.195,190.08,10.23,71.11
65.276,189.65,10.19,71.10
65.355,189.92,10.13,71.10
65.428,190.81,10.17,71.10
65.511,190.65,10.20,71.14
65.584,190.22,10.14,71.09
65.665,190.57,10.18,71.12
65.755,190.02,10.20,71.13
65.835,190.37,10.15,71.09
65.926,190.02,10.16,71.10
66.005,190.11,10.16,71.09
66.080,189.94,10.13,71.07
66.161,189.61,10.16,71.08
66.236,190.72,10.10,71.08
66.319,190.25,10.22,71.15
66.401,189.52,10.26,71.14
66.481,189.89,10.12,71.09
66.557,191.36,10.16,71.16
66.634,190.74,10.17,71.11
66.730,190.43,10.24,71.16
66.839,189.89,10.28,71.15
66.929,189.68,10.23,71.10
67.024,190.77,10.22,71.14
67.100,190.61,10.28,71.13
67.178,190.23,10.21,71.14
67.254,189.97,10.18,71.10
67.331,190.42,10.16,71.11
67.409,190.35,10.17,71.14
67.484,190.35,10.17,71.14
67.565,190.61,10.20,71.14
67.645,190.78,10.18,71.12
67.724,189.54,10.18,71.10
67.799,190.75,10.30,71.15
67.875,190.67,10.19,71.13
67.953,189.76,10.15,71.09
68.032,190.37,10.15,71.09
68.110,190.25,10.14,71.10
68.188,189.94,10.21,71.11
68.264,190.07,10.18,71.13
68.343,189.53,10.17,71.09
68.420,190.31,10.09,71.06
68.497,189.86,10.15,71.10
68.575,189.88,10.06,71.05
68.653,190.43,10.22,71.11
68.731,189.71,10.23,71.13
