time_s,H,S,V
6.810,79.70,75.45,19.33
6.863,73.59,75.39,19.35
6.913,82.41,75.49,19.36
6.961,82.41,75.49,19.36
7.012,74.79,75.64,19.39
7.064,75.97,75.66,19.41
7.117,88.05,76.01,19.36
7.169,76.93,75.96,19.39
7.223,80.60,76.27,19.44
7.277,81.69,75.91,19.38
7.329,81.69,75.91,19.38
7.382,82.95,76.15,19.44
7.434,88.43,76.05,19.45
7.488,76.84,76.28,19.46
7.540,85.56,76.25,19.44
7.591,70.12,76.00,19.42
7.644,73.84,75.83,19.43
7.695,78.69,76.04,19.44
7.746,72.61,76.06,19.45
7.796,79.29,75.99,19.42
7.850,78.61,75.97,19.35
7.898,81.27,76.13,19.40
7.951,80.43,76.29,19.45
8.000,78.45,76.30,19.45
8.051,80.78,75.96,19.41
8.101,74.45,76.02,19.45
8.155,75.70,76.02,19.50
8.210,82.01,76.09,19.44
8.262,86.60,76.01,19.43
8.312,86.60,76.01,19.43
8.363,80.73,76.36,19.41
8.414,86.31,75.87,19.39
8.463,80.35,75.92,19.40
8.517,74.40,75.95,19.47
8.570,78.00,75.88,19.49
8.620,69.37,75.79,19.49
8.668,69.37,75.79,19.49
8.718,89.54,75.44,19.44
8.768,77.18,75.91,19.48
8.826,82.14,76.30,19.52
8.875,79.70,76.40,19.48
8.926,81.12,76.22,19.44
8.976,80.15,75.99,19.43
9.026,76.57,75.76,19.49
9.075,84.61,76.26,19.46
9.124,76.82,76.56,19.49
9.174,68.83,75.73,19.52
9.224,75.58,75.94,19.49
9.272,74.96,75.79,19.45
9.320,74.90,76.20,19.55
9.371,70.88,75.81,19.47
9.422,80.24,75.88,19.48
9.472,62.46,75.52,19.47
9.525,73.40,75.91,19.52
9.577,78.53,75.85,19.50
9.627,83.15,75.47,19.43
9.676,69.02,75.68,19.50
9.723,70.27,75.64,19.53
9.771,68.21,75.57,19.51
9.819,69.76,75.84,19.50
9.868,69.99,75.46,19.49
9.918,68.91,75.67,19.53
9.966,76.77,75.79,19.46
10.016,67.89,75.63,19.49
10.065,73.21,75.62,19.46
10.115,74.61,75.49,19.47
10.165,79.35,75.64,19.50
10.216,61.15,75.11,19.46
10.265,63.85,75.95,19.59
10.315,70.72,75.67,19.60
10.365,71.80,75.66,19.62
10.417,61.54,75.66,19.54
10.468,64.42,75.91,19.58
10.519,64.78,75.80,19.62
10.570,77.83,75.64,19.59
10.621,75.03,76.55,19.59
10.671,71.18,76.12,19.54
10.723,73.46,76.14,19.60
10.773,73.12,76.05,19.51
10.824,76.76,76.21,19.49
10.874,85.11,76.41,19.59
10.927,75.90,76.06,19.50
10.981,66.82,75.90,19.49
11.033,78.28,76.21,19.53
11.083,81.22,75.93,19.54
11.134,75.12,75.81,19.52
11.186,69.60,75.73,19.60
11.235,73.14,76.02,19.54
11.286,61.99,75.73,19.61
11.335,66.10,75.61,19.56
11.383,72.55,75.99,19.53
11.433,56.52,75.43,19.53
11.484,59.51,75.46,19.52
11.535,54.82,75.35,19.55
11.589,60.85,75.20,19.54
11.641,59.22,75.27,19.55
11.698,61.57,75.28,19.53
11.753,61.33,75.03,19.56
11.806,52.22,74.99,19.57
11.858,51.79,74.96,19.60
11.913,50.14,74.92,19.61
11.963,54.89,75.47,19.61
12.014,53.46,75.28,19.61
12.067,51.92,75.68,19.67
12.116,51.92,75.68,19.67
12.168,41.62,75.87,19.68
12.222,43.26,75.27,19.63
12.271,50.45,74.49,19.59
12.320,54.17,75.42,19.66
12.373,46.09,75.25,19.69
12.450,49.97,75.60,19.73
12.529,44.17,75.11,19.62
12.604,46.86,75.58,19.66
12.682,42.67,75.27,19.69
12.761,55.36,75.08,19.67
12.841,42.71,75.37,19.79
12.919,46.54,75.14,19.71
12.984,41.60,75.30,19.70
13.062,46.77,75.07,19.70
13.140,51.24,75.27,19.71
13.222,45.47,75.18,19.72
13.297,41.16,75.51,19.83
13.377,42.67,75.52,19.85
13.456,48.46,75.55,19.79
13.519,48.46,75.55,19.79
13.583,53.17,75.62,19.86
13.659,51.34,75.60,19.80
13.737,34.41,75.64,19.78
